index;value
2040;299
2041;298
2042;298
2043;299
2044;299
2045;299
2046;299
2047;299
2048;300
2049;300
2050;301
2051;301
2052;301
2053;301
2054;302
2055;302
2056;302
2057;303
2058;303
2059;303
2060;303
2061;304
2062;304
2063;304
2064;304
2065;304
2066;305
2067;305
2068;305
2069;305
2070;305
2071;305
2072;306
2073;306
2074;306
2075;306
2076;306
2077;306
2078;306
2079;307
2080;307
2081;307
2082;307
2083;307
2084;307
2085;307
2086;308
2087;307
2088;307
2089;307
2090;307
2091;308
2092;308
2093;308
2094;308
2095;309
2096;309
2097;309
2098;309
2099;309
2100;310
2101;310
2102;310
2103;311
2104;310
2105;310
2106;311
2107;311
2108;311
2109;311
2110;311
2111;311
2112;312
2113;312
2114;312
2115;312
2116;312
2117;313
2118;313
2119;313
2120;313
2121;314
2122;314
2123;314
2124;314
2125;314
2126;314
2127;314
2128;314
2129;314
2130;315
2131;314
2132;315
2133;315
2134;315
2135;315
2136;316
2137;316
2138;316
2139;316
2140;316
2141;316
2142;316
2143;316
2144;316
2145;315
2146;315
2147;314
2148;314
2149;314
2150;314
2151;313
2152;313
2153;313
2154;313
2155;313
2156;312
2157;312
2158;312
2159;312
2160;311
2161;311
2162;311
2163;311
2164;311
2165;311
2166;310
2167;310
2168;310
2169;310
2170;309
2171;309
2172;308
2173;309
2174;308
2175;308
2176;308
2177;308
2178;308
2179;307
2180;308
2181;307
2182;307
2183;308
2184;306
2185;307
2186;307
2187;307
2188;307
2189;307
2190;307
2191;306
2192;306
2193;306
2194;306
2195;306
2196;306
2197;306
2198;306
2199;306
2200;306
2201;305
2202;306
2203;305
2204;305
2205;305
2206;305
2207;305
2208;304
2209;304
2210;304
2211;303
2212;303
2213;303
2214;303
2215;302
2216;303
2217;303
2218;302
2219;302
2220;302
2221;301
2222;301
2223;301
2224;301
2225;300
2226;300
2227;299
2228;299
2229;299
2230;299
2231;300
2232;301
2233;301
2234;303
2235;304
2236;306
2237;308
2238;311
2239;313
2240;317
2241;321
2242;324
2243;328
2244;333
2245;336
2246;340
2247;344
2248;349
2249;353
2250;356
2251;360
2252;363
2253;365
2254;367
2255;370
2256;371
2257;372
2258;373
2259;373
2260;374
2261;373
2262;373
2263;372
2264;371
2265;370
2266;369
2267;367
2268;365
2269;363
2270;361
2271;360
2272;358
2273;356
2274;354
2275;352
2276;350
2277;348
2278;346
2279;344
2280;342
2281;339
2282;338
2283;336
2284;334
2285;332
2286;330
2287;328
2288;327
2289;325
2290;324
2291;322
2292;321
2293;320
2294;319
2295;318
2296;316
2297;316
2298;315
2299;314
2300;313
2301;313
2302;312
2303;311
2304;311
2305;310
2306;309
2307;308
2308;308
2309;307
2310;307
2311;306
2312;305
2313;305
2314;305
2315;305
2316;304
2317;304
2318;303
2319;303
2320;302
2321;302
2322;302
2323;302
2324;301
2325;301
2326;300
2327;300
2328;300
2329;299
2330;299
2331;299
2332;299
2333;298
2334;298
2335;298
2336;298
2337;298
2338;298
2339;298
2340;298
2341;297
2342;297
2343;297
2344;297
2345;296
2346;297
2347;296
2348;296
2349;296
2350;296
2351;295
2352;295
2353;295
2354;295
2355;294
2356;294
2357;294
2358;294
2359;294
2360;294
2361;294
2362;294
2363;293
2364;294
2365;293
2366;292
2367;293
2368;292
2369;292
2370;292
2371;292
2372;292
2373;292
2374;292
2375;292
2376;292
2377;292
2378;292
2379;292
2380;293
2381;294
2382;293
2383;294
2384;293
2385;294
2386;294
2387;294
2388;294
2389;294
2390;294
2391;294
2392;294
2393;294
2394;294
2395;294
2396;294
2397;294
2398;295
2399;295
2400;295
2401;295
2402;295
2403;295
2404;296
2405;296
2406;296
2407;296
2408;296
2409;296
2410;296
2411;296
2412;296
2413;296
2414;296
2415;297
2416;297
2417;296
2418;296
2419;297
2420;297
2421;297
2422;297
2423;297
2424;297
2425;298
2426;298
2427;298
2428;298
2429;298
2430;298
2431;299
2432;298
2433;299
2434;298
2435;299
2436;299
2437;299
2438;300
2439;300
2440;300
2441;300
2442;301
2443;301
2444;300
2445;301
2446;302
2447;301
2448;301
2449;302
2450;301
2451;302
2452;302
2453;302
2454;302
2455;302
2456;302
2457;303
2458;303
2459;303
2460;303
2461;304
2462;303
2463;304
2464;304
2465;304
2466;304
2467;304
2468;304
2469;304
2470;304
2471;304
2472;303
2473;304
2474;304
2475;304
2476;304
2477;304
2478;304
2479;304
2480;304
2481;304
2482;305
2483;305
2484;305
2485;305
2486;305
2487;305
2488;305
2489;305
2490;305
2491;305
2492;305
2493;306
2494;306
2495;306
2496;306
2497;306
2498;307
2499;307
2500;306
2501;307
2502;307
2503;308
2504;307
2505;307
2506;308
2507;308
2508;308
2509;308
2510;308
2511;308
2512;308
2513;308
2514;309
2515;309
2516;309
2517;309
2518;309
2519;309
2520;309
2521;309
2522;309
2523;309
2524;309
2525;309
2526;309
2527;308
2528;309
2529;308
2530;308
2531;308
2532;308
2533;307
2534;307
2535;307
2536;306
2537;306
2538;305
2539;305
2540;305
2541;305
2542;304
2543;304
2544;304
2545;304
2546;303
2547;303
2548;303
2549;302
2550;303
2551;302
2552;302
2553;301
2554;301
2555;301
2556;301
2557;300
2558;300
2559;300
2560;300
2561;300
2562;300
2563;299
2564;299
2565;298
2566;298
2567;298
2568;298
2569;297
2570;297
2571;297
2572;296
2573;296
2574;296
2575;296
2576;296
2577;295
2578;295
2579;294
2580;295
2581;294
2582;294
2583;294
2584;293
2585;294
2586;293
2587;293
2588;293
2589;292
2590;291
2591;291
2592;291
2593;291
2594;290
2595;290
2596;290
2597;290
2598;290
2599;289
2600;289
2601;290
2602;289
2603;289
2604;290
2605;289
2606;289
2607;289
2608;289
2609;288
2610;288
2611;288
2612;288
2613;287
2614;287
2615;287
2616;287
2617;287
2618;287
2619;287
2620;287
2621;287
2622;287
2623;288
2624;287
2625;287
2626;287
2627;287
2628;287
2629;287
2630;286
2631;286
2632;287
2633;286
2634;286
2635;286
2636;286
2637;285
2638;286
2639;285
2640;285
2641;285
2642;285
2643;285
2644;285
2645;285
2646;285
2647;285
2648;285
2649;284
2650;284
2651;284
2652;284
2653;284
2654;283
2655;283
2656;283
2657;283
2658;283
2659;283
2660;283
2661;283
2662;284
2663;284
2664;283
2665;283
2666;283
2667;283
2668;282
2669;282
2670;282
2671;282
2672;282
2673;282
2674;281
2675;281
2676;281
2677;281
2678;281
2679;281
2680;282
2681;282
2682;282
2683;281
2684;282
2685;282
2686;282
2687;282
2688;282
2689;282
2690;282
2691;282
2692;281
2693;282
2694;282
2695;281
2696;281
2697;282
2698;282
2699;281
2700;281
2701;282
2702;281
2703;282
2704;282
2705;283
2706;283
2707;283
2708;284
2709;284
2710;284
2711;284
2712;285
2713;285
2714;285
2715;285
2716;286
2717;286
2718;287
2719;287
2720;287
2721;288
2722;288
2723;289
2724;289
2725;289
2726;289
2727;289
2728;289
2729;289
2730;289
2731;289
2732;289
2733;289
2734;289
2735;289
2736;288
2737;288
2738;289
2739;289
2740;289
2741;289
2742;289
2743;289
2744;289
2745;289
2746;289
2747;289
2748;289
2749;289
2750;289
2751;289
2752;289
2753;289
2754;288
2755;289
2756;288
2757;288
2758;289
2759;288
2760;289
2761;289
2762;289
2763;288
2764;288
2765;288
2766;289
2767;289
2768;288
2769;288
2770;288
2771;288
2772;287
2773;288
2774;288
2775;287
2776;287
2777;288
2778;287
2779;287
2780;287
2781;287
2782;288
2783;288
2784;288
2785;288
2786;287
2787;288
2788;287
2789;287
2790;287
2791;287
2792;287
2793;287
2794;287
2795;287
2796;286
2797;286
2798;286
2799;286
2800;286
2801;286
2802;287
2803;287
2804;286
2805;286
2806;286
2807;286
2808;286
2809;286
2810;286
2811;285
2812;286
2813;285
2814;285
2815;285
2816;285
2817;285
2818;285
2819;285
2820;285
2821;285
2822;285
2823;286
2824;286
2825;286
2826;286
2827;286
2828;286
2829;286
2830;286
2831;286
2832;286
2833;286
2834;286
2835;287
2836;287
2837;287
2838;287
2839;287
2840;287
2841;288
2842;288
2843;288
2844;288
2845;289
2846;288
2847;289
2848;288
2849;288
2850;288
2851;288
2852;288
2853;288
2854;288
2855;289
2856;289
2857;289
2858;289
2859;289
2860;289
2861;290
2862;290
2863;290
2864;290
2865;290
2866;290
2867;290
2868;290
2869;290
2870;290
2871;290
2872;290
2873;290
2874;290
2875;290
2876;289
2877;290
2878;290
2879;291
2880;291
2881;292
2882;292
2883;292
2884;293
2885;293
2886;292
2887;293
2888;293
2889;294
2890;293
2891;294
2892;294
2893;294
2894;294
2895;294
2896;294
2897;294
2898;295
2899;294
2900;295
2901;295
2902;295
2903;295
2904;295
2905;295
2906;295
2907;295
2908;295
2909;295
2910;296
2911;296
2912;296
2913;296
2914;297
2915;297
2916;296
2917;297
2918;297
2919;297
2920;297
2921;297
2922;298
2923;298
2924;297
2925;297
2926;297
2927;297
2928;298
2929;297
2930;297
2931;297
2932;296
2933;296
2934;296
2935;296
2936;295
2937;295
2938;295
2939;295
2940;295
2941;294
2942;295
2943;294
2944;293
2945;293
2946;293
2947;293
2948;293
2949;292
2950;292
2951;292
2952;291
2953;291
2954;290
2955;290
2956;290
2957;290
2958;289
2959;289
2960;289
2961;289
2962;289
2963;289
2964;289
2965;289
2966;289
2967;289
2968;290
2969;289
2970;290
2971;290
2972;289
2973;290
2974;290
2975;290
2976;291
2977;290
2978;291
2979;291
2980;291
2981;291
2982;291
2983;291
2984;291
2985;291
2986;291
2987;292
2988;292
2989;291
2990;291
2991;292
2992;292
2993;291
2994;291
2995;291
2996;291
2997;290
2998;291
