value,index
277,10238
278,10238
279,10240
280,10241
281,10241
283,10242
285,10242
286,10243
288,10243
289,10244
291,10244
292,10245
293,10245
293,10246
294,10246
294,10247
293,10248
292,10248
292,10249
291,10249
290,10250
288,10250
288,10251
286,10251
285,10252
284,10252
283,10253
282,10254
281,10254
280,10255
279,10255
279,10256
278,10256
278,10257
278,10257
278,10258
278,10258
279,10259
280,10260
281,10260
283,10261
285,10261
286,10262
287,10262
289,10263
290,10263
292,10264
293,10264
294,10265
295,10265
295,10266
295,10267
294,10267
293,10268
293,10268
292,10269
291,10269
290,10270
289,10270
288,10271
286,10271
285,10272
284,10273
283,10273
282,10274
281,10274
280,10275
280,10275
279,10276
279,10276
279,10277
279,10277
280,10278
280,10279
281,10279
283,10280
284,10280
286,10281
287,10281
289,10283
290,10283
292,10284
293,10284
295,10285
295,10286
296,10286
296,10287
296,10287
296,10288
295,10288
294,10289
293,10289
292,10290
291,10290
290,10291
289,10291
288,10292
287,10293
286,10293
284,10294
283,10294
282,10295
282,10295
282,10296
281,10296
281,10297
280,10297
281,10298
281,10299
282,10299
283,10300
285,10300
286,10301
288,10301
289,10302
291,10302
293,10303
294,10303
296,10304
297,10305
298,10305
298,10306
299,10306
299,10307
298,10307
297,10308
297,10308
296,10309
295,10309
294,10310
293,10310
292,10311
291,10312
290,10312
289,10313
288,10313
287,10314
286,10314
285,10315
284,10315
284,10316
284,10316
284,10317
284,10318
285,10318
286,10319
287,10319
288,10320
290,10320
291,10321
293,10321
294,10322
296,10322
298,10323
299,10324
301,10324
302,10326
302,10326
302,10327
302,10327
302,10328
301,10328
300,10329
300,10329
299,10330
297,10330
297,10331
295,10332
294,10332
293,10333
292,10333
291,10334
290,10334
289,10335
289,10335
288,10336
288,10336
288,10337
288,10338
288,10338
288,10339
289,10339
291,10340
292,10340
293,10341
295,10341
297,10342
298,10342
300,10343
302,10344
303,10344
304,10345
305,10345
306,10346
306,10346
306,10347
306,10347
305,10348
304,10348
303,10349
303,10349
302,10350
300,10351
299,10351
298,10352
297,10352
296,10353
295,10353
294,10354
293,10354
293,10355
292,10355
292,10356
292,10357
291,10357
291,10358
292,10358
293,10359
294,10359
296,10360
297,10360
299,10361
300,10361
302,10362
303,10363
305,10363
307,10364
308,10364
309,10365
310,10365
310,10366
309,10366
309,10368
309,10368
308,10369
307,10369
306,10370
305,10371
304,10371
303,10372
302,10372
301,10373
299,10373
299,10374
297,10374
296,10375
296,10375
295,10376
295,10377
295,10377
294,10378
295,10378
296,10379
296,10379
298,10380
299,10380
300,10381
302,10381
304,10382
305,10383
307,10383
308,10384
310,10384
311,10385
312,10385
312,10386
312,10386
312,10387
312,10387
311,10388
310,10388
310,10389
309,10390
308,10390
307,10391
305,10391
304,10392
303,10392
302,10393
301,10393
300,10394
299,10394
298,10395
297,10396
297,10396
297,10397
297,10397
297,10398
298,10398
299,10399
300,10399
301,10400
303,10400
304,10401
306,10402
307,10402
309,10403
311,10403
312,10404
313,10404
314,10405
314,10405
314,10406
314,10406
314,10407
313,10407
312,10408
311,10409
310,10409
309,10411
308,10411
307,10412
305,10412
304,10413
303,10413
302,10414
301,10414
300,10415
299,10416
299,10416
298,10417
298,10417
298,10418
298,10418
299,10419
299,10419
301,10420
302,10420
303,10421
305,10422
306,10422
308,10423
309,10423
311,10424
313,10424
314,10425
315,10425
315,10426
315,10426
315,10427
315,10427
314,10428
314,10429
312,10429
312,10430
311,10430
309,10431
308,10431
307,10432
306,10432
305,10433
304,10433
303,10434
302,10435
301,10435
301,10436
300,10436
300,10437
300,10437
300,10438
301,10438
302,10439
303,10439
304,10440
306,10441
307,10441
309,10442
311,10442
312,10443
314,10443
315,10444
317,10444
318,10445
318,10445
318,10446
318,10446
318,10447
317,10448
316,10448
315,10449
315,10449
313,10450
313,10450
312,10451
310,10451
309,10452
308,10452
307,10454
306,10455
306,10455
305,10456
304,10456
304,10457
304,10457
303,10458
304,10458
305,10459
306,10459
307,10460
309,10461
310,10461
312,10462
313,10462
315,10463
317,10463
318,10464
320,10464
321,10465
322,10465
323,10466
323,10466
323,10467
322,10468
321,10468
321,10469
319,10469
319,10470
318,10470
316,10471
315,10471
314,10472
313,10472
312,10473
311,10474
309,10474
308,10475
308,10475
307,10476
307,10476
307,10477
306,10477
306,10478
307,10478
308,10479
309,10480
310,10480
312,10481
313,10481
315,10482
316,10482
318,10483
319,10483
320,10484
322,10484
322,10485
323,10485
323,10486
322,10487
322,10487
321,10488
320,10488
319,10489
318,10489
317,10490
315,10490
314,10491
313,10491
311,10492
310,10493
309,10493
308,10494
307,10494
306,10496
305,10496
304,10497
304,10497
304,10498
304,10498
305,10499
306,10500
307,10500
308,10501
309,10501
311,10502
312,10502
314,10503
315,10503
316,10504
318,10504
319,10505
319,10505
319,10506
319,10507
319,10507
319,10508
318,10508
317,10509
316,10509
315,10510
313,10510
312,10511
311,10511
310,10512
308,10513
307,10513
306,10514
305,10514
304,10515
303,10515
303,10516
302,10516
302,10517
302,10517
301,10518
302,10519
303,10519
304,10520
305,10520
307,10521
308,10521
309,10522
311,10522
312,10523
314,10523
315,10524
316,10524
317,10525
317,10526
318,10526
317,10527
316,10527
316,10528
315,10528
314,10529
313,10529
311,10530
310,10530
309,10531
307,10532
306,10532
305,10533
304,10533
303,10534
302,10534
301,10535
301,10535
300,10536
300,10536
300,10537
300,10539
300,10539
301,10540
302,10540
304,10541
305,10541
306,10542
308,10542
310,10543
311,10543
313,10544
314,10544
315,10545
316,10546
316,10546
316,10547
316,10547
316,10548
314,10548
314,10549
313,10549
311,10550
310,10550
309,10551
308,10552
307,10552
305,10553
304,10553
303,10554
302,10554
301,10555
300,10555
300,10556
299,10556
299,10557
298,10558
299,10558
299,10559
299,10559
300,10560
302,10560
303,10561
304,10561
306,10562
307,10562
308,10563
309,10563
310,10564
312,10565
312,10565
312,10566
312,10566
312,10567
310,10567
309,10568
309,10568
307,10569
306,10569
305,10570
304,10571
303,10571
302,10572
301,10572
299,10573
298,10573
297,10574
296,10574
296,10575
296,10575
296,10576
296,10577
297,10577
298,10578
299,10578
301,10579
303,10579
305,10580
308,10580
310,10582
313,10582
316,10583
319,10583
321,10584
324,10585
326,10585
328,10586
330,10586
332,10587
333,10587
334,10588
334,10588
335,10589
336,10589
336,10590
337,10591
338,10591
339,10592
339,10592
340,10593
340,10593
341,10594
342,10594
343,10595
344,10595
345,10596
347,10597
348,10597
349,10598
351,10598
352,10599
354,10599
357,10600
359,10600
361,10601
363,10601
366,10602
367,10602
369,10603
371,10604
372,10604
374,10605
374,10605
374,10606
374,10606
374,10607
373,10607
372,10608
371,10608
370,10609
369,10610
367,10610
366,10611
364,10611
363,10612
361,10612
360,10613
358,10613
357,10614
355,10614
355,10615
354,10616
353,10616
352,10617
352,10617
352,10618
352,10618
353,10619
353,10619
354,10620
355,10620
356,10621
358,10621
359,10622
360,10624
360,10624
362,10625
362,10625
362,10626
363,10626
362,10627
361,10627
360,10628
359,10628
358,10629
356,10630
355,10630
353,10631
351,10631
350,10632
348,10632
346,10633
345,10633
343,10634
342,10634
340,10635
339,10636
338,10636
337,10637
336,10637
336,10638
336,10638
335,10639
336,10639
337,10640
338,10640
338,10641
339,10641
341,10642
341,10643
342,10643
343,10644
344,10644
345,10645
345,10645
345,10646
344,10646
344,10647
343,10647
341,10648
340,10649
339,10649
337,10650
335,10650
334,10651
332,10651
330,10652
329,10652
327,10653
326,10653
324,10654
323,10655
322,10655
321,10656
320,10656
320,10657
319,10657
319,10658
319,10658
320,10659
321,10659
321,10660
322,10660
323,10661
324,10662
325,10662
327,10663
328,10663
329,10664
330,10664
330,10665
330,10665
329,10667
329,10667
328,10668
326,10669
326,10669
324,10670
323,10670
321,10671
320,10671
318,10672
317,10672
315,10673
314,10673
312,10674
311,10675
310,10675
309,10676
308,10676
307,10677
307,10677
307,10678
306,10678
306,10679
307,10679
308,10680
309,10680
310,10681
312,10682
313,10682
314,10683
316,10683
317,10684
318,10684
319,10685
319,10685
320,10686
319,10686
319,10687
319,10688
317,10688
316,10689
315,10689
314,10690
312,10690
311,10691
310,10691
309,10692
307,10692
306,10693
304,10694
303,10694
302,10695
302,10695
301,10696
300,10696
300,10697
300,10697
299,10698
300,10698
301,10699
302,10699
303,10700
304,10701
305,10701
307,10702
309,10702
310,10703
311,10703
313,10704
314,10704
314,10705
314,10705
314,10706
314,10707
313,10707
312,10708
311,10708
310,10710
309,10710
308,10711
307,10711
305,10712
304,10712
302,10713
302,10714
300,10714
299,10715
298,10715
297,10716
297,10716
297,10717
296,10717
296,10718
296,10718
297,10719
298,10719
299,10720
300,10721
302,10721
303,10722
304,10722
306,10723
307,10723
309,10724
310,10724
312,10725
312,10725
312,10726
312,10727
312,10727
311,10728
310,10728
310,10729
309,10729
308,10730
306,10730
305,10731
304,10731
303,10732
302,10733
300,10733
299,10734
298,10734
297,10735
296,10735
296,10736
295,10736
295,10737
295,10737
295,10738
295,10738
296,10739
298,10740
299,10740
300,10741
302,10741
303,10742
305,10742
306,10743
307,10743
309,10744
310,10744
310,10745
311,10746
311,10746
311,10747
310,10747
309,10748
308,10748
307,10749
306,10749
305,10750
304,10750
302,10752
301,10753
300,10753
298,10754
297,10754
296,10755
295,10755
295,10756
294,10756
293,10757
293,10757
293,10758
293,10758
294,10759
295,10760
296,10760
297,10761
298,10761
300,10762
301,10762
303,10763
304,10763
306,10764
307,10764
308,10765
309,10766
309,10766
309,10767
309,10767
308,10768
308,10768
306,10769
306,10769
304,10770
303,10770
302,10771
301,10772
300,10772
299,10773
297,10773
296,10774
295,10774
294,10775
293,10775
293,10776
293,10776
292,10777
292,10777
292,10778
293,10779
294,10779
295,10780
296,10780
298,10781
299,10781
301,10782
302,10782
304,10783
305,10783
307,10784
308,10785
308,10785
309,10786
309,10786
308,10787
308,10787
307,10788
306,10788
305,10789
304,10789
303,10790
302,10791
300,10791
299,10792
298,10792
297,10793
296,10793
295,10795
294,10795
293,10796
293,10796
292,10797
292,10797
292,10798
292,10799
293,10799
294,10800
295,10800
296,10801
298,10801
299,10802
301,10802
302,10803
304,10803
306,10804
307,10805
308,10805
309,10806
309,10806
309,10807
309,10807
308,10808
307,10808
306,10809
306,10809
305,10810
303,10811
302,10811
301,10812
300,10812
299,10813
298,10813
296,10814
295,10814
294,10815
294,10815
293,10816
293,10816
292,10817
292,10818
292,10818
293,10819
294,10819
296,10820
297,10820
298,10821
300,10821
302,10822
303,10822
304,10823
306,10824
307,10824
309,10825
309,10825
310,10826
310,10826
309,10827
309,10827
308,10828
307,10828
306,10829
305,10830
304,10830
303,10831
302,10831
301,10832
300,10832
298,10833
297,10833
296,10834
295,10834
295,10835
294,10835
294,10836
294,10838
295,10838
294,10839
295,10839
296,10840
297,10840
299,10841
300,10841
302,10842
303,10842
305,10843
307,10844
308,10844
310,10845
311,10845
311,10846
312,10846
312,10847
312,10847
311,10848
310,10848
310,10849
309,10850
308,10850
306,10851
305,10851
304,10852
303,10852
302,10853
301,10853
300,10854
298,10854
297,10855
298,10855
296,10856
296,10857
296,10857
296,10858
296,10858
297,10859
297,10859
299,10860
300,10860
301,10861
303,10861
304,10862
306,10863
307,10863
309,10864
310,10864
311,10865
311,10865
312,10866
312,10866
311,10867
311,10867
310,10868
309,10869
308,10869
306,10870
305,10870
304,10871
303,10871
301,10872
300,10872
299,10873
297,10873
296,10874
295,10874
294,10875
294,10876
293,10876
293,10877
293,10877
293,10878
293,10878
294,10880
295,10880
296,10881
298,10881
300,10882
301,10883
302,10883
304,10884
305,10884
306,10885
307,10885
307,10886
308,10886
308,10887
307,10887
306,10888
306,10889
304,10889
303,10890
302,10890
301,10891
300,10891
298,10892
297,10892
296,10893
294,10893
293,10894
292,10894
290,10895
290,10896
289,10896
289,10897
288,10897
288,10898
288,10898
289,10899
289,10899
291,10900
292,10900
293,10901
295,10902
296,10902
297,10903
299,10903
300,10904
302,10904
303,10905
303,10905
303,10906
303,10906
303,10907
302,10908
301,10908
300,10909
299,10909
298,10910
297,10910
296,10911
294,10911
293,10912
292,10912
290,10913
289,10913
288,10914
287,10915
286,10915
286,10916
285,10916
285,10917
285,10917
285,10918
285,10918
286,10919
287,10919
289,10920
290,10921
291,10921
293,10923
294,10923
296,10924
297,10924
299,10925
299,10925
300,10926
300,10926
301,10927
300,10928
299,10928
298,10929
297,10929
296,10930
295,10930
294,10931
293,10931
292,10932
290,10932
289,10933
288,10933
286,10934
286,10935
285,10935
284,10936
283,10936
283,10937
282,10937
282,10938
283,10938
283,10939
284,10939
285,10940
287,10941
288,10941
290,10942
291,10942
292,10943
294,10943
296,10944
297,10944
298,10945
298,10945
299,10946
299,10947
298,10947
298,10948
297,10948
296,10949
295,10949
294,10950
293,10950
291,10951
290,10951
289,10952
288,10952
287,10953
285,10954
284,10954
283,10955
283,10955
282,10956
282,10956
282,10957
282,10957
282,10958
282,10958
283,10959
285,10960
286,10960
287,10961
289,10961
291,10962
292,10962
293,10963
295,10963
297,10964
297,10964
298,10966
298,10967
298,10967
298,10968
297,10968
297,10969
296,10969
295,10970
294,10970
292,10971
291,10971
290,10972
289,10972
287,10973
286,10974
285,10974
284,10975
283,10975
283,10976
282,10976
282,10977
282,10977
282,10978
282,10978
283,10979
284,10980
285,10980
286,10981
288,10981
290,10982
291,10982
293,10983
294,10983
296,10984
297,10984
298,10985
299,10986
299,10986
299,10987
299,10987
298,10988
297,10988
296,10989
296,10989
294,10990
293,10990
292,10991
291,10991
289,10992
288,10993
287,10993
286,10994
285,10994
284,10995
283,10995
283,10996
282,10996
282,10997
282,10997
282,10998
283,10999
284,10999
286,11000
287,11000
288,11001
289,11001
291,11002
293,11002
294,11003
295,11003
297,11004
298,11005
299,11005
299,11006
299,11006
299,11008
298,11008
297,11009
296,11009
295,11010
294,11010
293,11011
292,11011
290,11012
289,11013
288,11013
287,11014
285,11014
284,11015
284,11015
283,11016
282,11016
282,11017
282,11017
282,11018
282,11019
283,11019
284,11020
285,11020
286,11021
288,11021
290,11022
291,11022
292,11023
294,11023
295,11024
297,11025
298,11025
298,11026
298,11026
299,11027
298,11027
298,11028
297,11028
296,11029
295,11029
294,11030
292,11030
291,11031
290,11032
289,11032
288,11033
287,11033
286,11034
284,11034
283,11035
283,11035
282,11036
282,11036
282,11037
282,11038
282,11038
283,11039
283,11039
285,11040
286,11040
288,11041
289,11041
291,11042
293,11042
294,11043
296,11044
297,11044
298,11045
299,11045
299,11046
299,11046
299,11047
298,11047
297,11048
296,11048
295,11049
294,11049
293,11051
292,11052
291,11052
290,11053
289,11053
288,11054
286,11054
285,11055
284,11055
284,11056
284,11056
283,11057
283,11058
283,11058
284,11059
284,11059
285,11060
286,11060
288,11061
289,11061
291,11062
293,11062
294,11063
296,11064
297,11064
299,11065
300,11065
301,11066
301,11066
301,11067
301,11067
300,11068
299,11068
299,11069
298,11069
297,11070
296,11071
294,11071
293,11072
292,11072
291,11073
290,11073
289,11074
288,11074
287,11075
287,11075
286,11076
286,11077
286,11077
286,11078
286,11078
287,11079
288,11079
289,11080
291,11080
292,11081
294,11081
296,11082
297,11083
299,11083
300,11084
302,11084
303,11085
303,11085
304,11086
304,11086
304,11087
303,11087
303,11088
302,11088
300,11089
300,11090
299,11090
297,11091
296,11091
295,11092
294,11092
293,11094
292,11094
291,11095
290,11095
289,11096
289,11097
289,11097
288,11098
288,11098
289,11099
290,11099
291,11100
292,11100
293,11101
295,11101
297,11102
299,11103
301,11103
302,11104
303,11104
305,11105
306,11105
306,11106
307,11106
307,11107
307,11107
306,11108
305,11108
305,11109
304,11110
302,11110
301,11111
300,11111
299,11112
298,11112
297,11113
295,11113
294,11114
293,11114
292,11115
291,11116
291,11116
291,11117
291,11117
291,11118
291,11118
291,11119
293,11119
294,11120
296,11120
297,11121
299,11122
301,11122
302,11123
304,11123
306,11124
307,11124
308,11125
308,11125
309,11126
309,11126
308,11127
308,11127
307,11128
306,11129
305,11129
304,11130
303,11130
301,11131
300,11131
299,11132
298,11132
296,11133
295,11133
294,11134
293,11136
293,11136
292,11137
292,11137
292,11138
292,11138
293,11139
293,11139
294,11140
296,11140
297,11141
298,11142
300,11142
301,11143
303,11143
305,11144
306,11144
307,11145
308,11145
309,11146
309,11146
309,11147
309,11147
308,11148
307,11149
306,11149
305,11150
304,11150
303,11151
301,11151
300,11152
299,11152
297,11153
296,11153
295,11154
294,11155
293,11155
292,11156
292,11156
291,11157
291,11157
291,11158
291,11158
292,11159
293,11159
294,11160
296,11161
297,11161
299,11162
300,11162
302,11163
303,11163
305,11164
306,11164
307,11165
307,11165
308,11166
308,11166
307,11167
306,11168
306,11168
305,11169
304,11169
302,11170
301,11170
300,11171
299,11171
297,11172
296,11172
295,11173
293,11174
292,11174
291,11175
291,11175
290,11176
289,11176
289,11177
289,11177
290,11179
291,11179
291,11180
293,11181
294,11181
296,11182
297,11182
299,11183
301,11183
302,11184
304,11184
305,11185
306,11185
307,11186
307,11186
308,11187
307,11188
307,11188
305,11189
305,11189
304,11190
303,11190
301,11191
300,11191
299,11192
298,11192
296,11193
296,11194
294,11194
293,11195
293,11195
292,11196
291,11196
291,11197
291,11197
291,11198
291,11198
292,11199
293,11200
295,11200
296,11201
298,11201
300,11202
302,11202
303,11203
305,11203
307,11204
308,11204
309,11205
310,11205
310,11206
311,11207
310,11207
310,11208
309,11208
308,11209
307,11209
306,11210
305,11210
304,11211
303,11211
301,11212
300,11213
299,11213
298,11214
298,11214
296,11215
296,11215
296,11216
295,11216
295,11217
295,11217
296,11218
297,11219
298,11219
299,11220
300,11220
302,11222
304,11222
306,11223
307,11223
309,11224
311,11224
312,11225
313,11225
314,11226
314,11227
314,11227
314,11228
313,11228
312,11229
311,11229
310,11230
309,11230
307,11231
306,11231
305,11232
303,11233
302,11233
301,11234
300,11234
299,11235
298,11235
297,11236
296,11236
296,11237
296,11237
296,11238
296,11239
297,11239
298,11240
299,11240
300,11241
302,11241
304,11242
305,11242
307,11243
309,11243
310,11244
311,11244
313,11245
313,11246
313,11246
314,11247
313,11247
312,11248
311,11248
310,11249
308,11249
307,11250
306,11250
304,11251
303,11252
301,11252
300,11253
299,11253
298,11254
296,11254
295,11255
295,11255
294,11256
294,11256
293,11257
293,11258
294,11258
294,11259
295,11259
297,11260
298,11260
300,11261
301,11261
303,11262
304,11262
306,11264
308,11264
309,11265
310,11266
311,11266
311,11267
311,11267
310,11268
309,11268
308,11269
307,11269
306,11270
305,11270
303,11271
302,11272
301,11272
299,11273
298,11273
297,11274
295,11274
295,11275
293,11275
292,11276
292,11276
292,11277
292,11278
291,11278
292,11279
293,11279
294,11280
295,11280
297,11281
298,11281
300,11282
302,11282
303,11283
305,11283
306,11284
308,11285
309,11285
309,11286
309,11286
309,11287
309,11287
308,11288
307,11288
306,11289
305,11289
304,11290
303,11291
301,11291
300,11292
298,11292
297,11293
296,11293
295,11294
294,11294
292,11295
292,11295
291,11296
291,11297
291,11297
291,11298
291,11298
292,11299
293,11299
295,11300
296,11300
298,11301
299,11301
301,11302
303,11302
304,11303
306,11304
308,11304
309,11305
309,11305
309,11307
309,11307
309,11308
308,11308
307,11309
306,11309
305,11310
303,11311
302,11311
300,11312
299,11312
298,11313
296,11313
294,11314
293,11314
292,11315
291,11315
290,11316
289,11317
288,11317
288,11318
288,11318
288,11319
288,11319
289,11320
291,11320
292,11321
293,11321
295,11322
297,11322
298,11323
300,11324
301,11324
303,11325
304,11325
304,11326
304,11326
305,11327
304,11327
304,11328
303,11328
302,11329
302,11330
301,11330
300,11331
299,11331
299,11332
298,11332
298,11333
297,11333
297,11334
297,11334
297,11335
298,11336
299,11336
300,11337
301,11337
302,11338
304,11338
306,11339
309,11339
312,11340
315,11340
318,11341
322,11341
325,11342
328,11343
331,11343
335,11344
338,11344
341,11345
343,11345
345,11346
347,11346
348,11347
349,11347
350,11348
351,11350
352,11350
352,11351
352,11351
352,11352
352,11352
353,11353
352,11353
352,11354
352,11354
351,11355
351,11356
351,11356
351,11357
351,11357
352,11358
352,11358
352,11359
353,11359
354,11360
355,11360
356,11361
358,11361
359,11362
361,11363
362,11363
364,11364
365,11364
366,11365
366,11365
367,11366
366,11366
366,11367
365,11367
364,11368
363,11369
361,11369
360,11370
358,11370
357,11371
355,11371
353,11372
351,11372
350,11373
348,11373
347,11374
345,11375
344,11375
343,11376
342,11376
341,11377
341,11377
340,11378
340,11378
341,11379
342,11379
342,11380
343,11380
345,11381
346,11382
347,11382
348,11383
350,11383
351,11384
352,11384
352,11385
352,11385
352,11386
351,11386
350,11387
349,11388
347,11388
346,11389
345,11389
343,11390
341,11390
339,11392
337,11392
335,11393
334,11393
332,11394
330,11395
328,11395
327,11396
326,11396
325,11397
324,11397
323,11398
323,11398
323,11399
323,11399
324,11400
325,11400
326,11401
328,11402
329,11402
330,11403
331,11403
332,11404
334,11404
335,11405
335,11405
335,11406
335,11406
335,11407
333,11408
332,11408
331,11409
329,11409
328,11410
326,11410
324,11411
323,11411
321,11412
319,11412
317,11413
316,11414
314,11414
312,11415
311,11415
310,11416
309,11416
309,11417
308,11417
308,11418
308,11418
308,11419
309,11419
310,11420
312,11421
313,11421
314,11422
316,11422
317,11423
318,11423
320,11424
321,11424
321,11425
321,11425
322,11426
321,11427
320,11427
319,11428
318,11428
317,11429
315,11429
314,11430
312,11430
310,11431
309,11431
307,11432
305,11433
304,11433
302,11435
301,11435
300,11436
299,11436
299,11437
297,11437
297,11438
297,11438
297,11439
298,11439
299,11440
300,11441
302,11441
303,11442
305,11442
307,11443
308,11443
309,11444
311,11444
312,11445
313,11445
313,11446
314,11447
313,11447
313,11448
312,11448
310,11449
309,11449
308,11450
307,11450
305,11451
304,11451
302,11452
301,11453
299,11453
298,11454
296,11454
295,11455
294,11455
294,11456
293,11456
292,11457
292,11457
292,11458
292,11458
293,11459
295,11460
296,11460
297,11461
299,11461
301,11462
302,11462
304,11463
306,11463
307,11464
309,11464
309,11465
310,11466
311,11466
310,11467
310,11467
309,11468
308,11468
306,11469
306,11469
304,11470
303,11470
301,11471
300,11472
298,11472
297,11473
296,11473
294,11474
293,11474
292,11475
292,11475
291,11476
291,11476
291,11478
291,11478
291,11479
292,11480
293,11480
295,11481
296,11481
298,11482
300,11482
302,11483
303,11483
305,11484
306,11484
308,11485
309,11486
310,11486
310,11487
309,11487
309,11488
308,11488
307,11489
306,11489
305,11490
304,11490
302,11491
301,11492
299,11492
298,11493
296,11493
295,11494
294,11494
292,11495
292,11495
291,11496
290,11496
290,11497
290,11497
290,11498
290,11499
291,11499
292,11500
294,11500
295,11501
297,11501
299,11502
300,11502
302,11503
304,11503
305,11504
307,11505
308,11505
308,11506
308,11506
308,11507
308,11507
307,11508
305,11508
305,11509
303,11509
302,11510
301,11511
299,11511
298,11512
296,11512
295,11513
294,11513
292,11514
291,11514
290,11515
289,11515
289,11516
288,11516
288,11517
288,11518
288,11518
289,11520
290,11520
292,11521
293,11521
295,11522
297,11522
299,11523
300,11523
302,11524
304,11525
305,11525
306,11526
306,11526
306,11527
306,11527
305,11528
305,11528
304,11529
303,11529
302,11530
301,11531
299,11531
298,11532
296,11532
295,11533
293,11533
292,11534
291,11534
289,11535
289,11535
288,11536
287,11536
287,11537
286,11538
287,11538
287,11539
288,11539
289,11540
290,11540
292,11541
294,11541
296,11542
298,11542
299,11543
301,11544
302,11544
304,11545
305,11545
305,11546
305,11546
305,11547
305,11547
304,11548
303,11548
302,11549
301,11550
299,11550
298,11551
296,11551
295,11552
293,11552
292,11553
291,11553
289,11554
288,11554
288,11555
287,11555
286,11556
286,11557
286,11557
286,11558
286,11558
287,11559
288,11559
290,11560
292,11560
293,11561
295,11561
297,11563
299,11564
300,11564
302,11565
303,11565
304,11566
305,11566
305,11567
305,11567
305,11568
304,11568
303,11569
302,11570
300,11570
299,11571
298,11571
296,11572
295,11572
294,11573
293,11573
291,11574
290,11574
289,11575
288,11575
288,11576
287,11577
287,11577
287,11578
287,11578
288,11579
288,11579
290,11580
292,11580
293,11581
295,11581
297,11582
299,11583
301,11583
302,11584
304,11584
306,11585
307,11585
307,11586
308,11586
308,11587
307,11587
307,11588
306,11589
305,11589
304,11590
303,11590
301,11591
300,11591
299,11592
298,11592
296,11593
295,11593
294,11594
293,11594
292,11595
292,11596
291,11596
291,11597
291,11597
291,11598
292,11598
293,11599
294,11599
296,11600
298,11600
299,11601
301,11602
304,11602
305,11603
307,11603
309,11604
310,11604
311,11606
312,11606
312,11607
312,11607
311,11608
310,11609
310,11609
308,11610
307,11610
306,11611
305,11611
303,11612
302,11612
301,11613
299,11613
298,11614
297,11614
295,11615
294,11616
294,11616
293,11617
293,11617
293,11618
293,11618
294,11619
294,11619
295,11620
297,11620
299,11621
300,11622
302,11622
303,11623
305,11623
307,11624
308,11624
310,11625
310,11625
311,11626
311,11626
310,11627
310,11628
309,11628
308,11629
307,11629
305,11630
304,11630
303,11631
301,11631
300,11632
298,11632
297,11633
295,11633
294,11634
292,11635
292,11635
291,11636
290,11636
290,11637
289,11637
290,11638
290,11638
290,11639
292,11639
293,11640
294,11641
296,11641
297,11642
299,11642
301,11643
302,11643
304,11644
305,11644
306,11645
306,11645
306,11646
306,11648
305,11648
304,11649
303,11649
302,11650
300,11650
299,11651
297,11651
296,11652
295,11652
293,11653
291,11653
290,11654
289,11655
287,11655
286,11656
286,11656
285,11657
285,11657
284,11658
284,11658
284,11659
285,11659
286,11660
287,11661
289,11661
291,11662
293,11662
294,11663
296,11663
297,11664
299,11664
300,11665
301,11665
301,11666
301,11667
301,11667
300,11668
299,11668
298,11669
297,11669
296,11670
294,11670
293,11671
291,11671
290,11672
288,11672
287,11673
286,11674
284,11674
283,11675
282,11675
281,11676
281,11676
281,11677
280,11677
280,11678
281,11678
282,11679
283,11680
284,11680
286,11681
288,11681
289,11682
291,11682
293,11683
294,11683
296,11684
297,11684
298,11685
298,11686
298,11686
299,11687
298,11687
297,11688
296,11688
295,11689
294,11689
292,11691
291,11691
290,11692
288,11692
287,11693
285,11694
284,11694
283,11695
282,11695
281,11696
280,11696
279,11697
279,11697
279,11698
279,11698
280,11699
280,11700
282,11700
283,11701
285,11701
287,11702
288,11702
290,11703
292,11703
293,11704
295,11704
296,11705
297,11706
297,11706
298,11707
298,11707
297,11708
297,11708
295,11709
295,11709
293,11710
292,11710
291,11711
289,11711
288,11712
287,11713
285,11713
284,11714
283,11714
282,11715
281,11715
281,11716
280,11716
280,11717
280,11717
280,11718
281,11719
281,11719
283,11720
284,11720
286,11721
288,11721
290,11722
291,11722
293,11723
295,11723
296,11724
298,11725
299,11725
299,11726
300,11726
300,11727
299,11727
298,11728
297,11728
297,11729
295,11729
294,11730
293,11730
291,11731
290,11732
289,11732
287,11734
287,11734
285,11735
284,11735
283,11736
283,11736
282,11737
282,11737
282,11738
282,11739
282,11739
283,11740
285,11740
286,11741
288,11741
289,11742
291,11742
293,11743
295,11743
296,11744
298,11745
300,11745
300,11746
301,11746
301,11747
301,11747
300,11748
300,11748
299,11749
298,11749
296,11750
295,11750
294,11751
292,11752
291,11752
290,11753
288,11753
287,11754
286,11754
285,11755
284,11755
283,11756
283,11756
283,11757
282,11758
283,11758
283,11759
284,11759
286,11760
287,11760
289,11761
290,11761
292,11762
294,11762
295,11763
297,11764
299,11764
300,11765
301,11765
301,11766
302,11766
302,11767
301,11767
300,11768
299,11768
298,11769
297,11769
296,11770
294,11771
293,11771
292,11772
290,11772
289,11773
288,11773
287,11774
285,11774
284,11776
284,11776
283,11777
283,11778
283,11778
283,11779
283,11779
284,11780
286,11780
287,11781
289,11781
291,11782
293,11782
294,11783
296,11784
298,11784
299,11785
300,11785
301,11786
302,11786
302,11787
301,11787
301,11788
300,11788
299,11789
298,11789
297,11790
296,11791
294,11791
293,11792
291,11792
290,11793
289,11793
288,11794
