value,index
292,3757
293,3758
294,3758
295,3759
296,3759
298,3760
299,3760
300,3761
302,3761
303,3762
304,3762
305,3763
306,3763
307,3764
308,3764
307,3765
308,3765
308,3766
307,3766
306,3767
305,3767
304,3768
303,3768
302,3769
301,3769
300,3770
299,3770
298,3771
296,3771
295,3772
295,3772
294,3773
292,3773
292,3774
291,3774
291,3775
291,3775
290,3776
290,3776
291,3777
291,3777
292,3778
293,3778
294,3779
296,3779
297,3780
298,3780
300,3781
301,3781
303,3782
303,3782
305,3783
306,3783
306,3784
306,3784
306,3785
306,3785
305,3786
304,3786
304,3787
303,3787
302,3788
301,3788
300,3789
299,3789
298,3790
296,3790
295,3791
295,3791
293,3792
292,3792
291,3793
291,3793
290,3794
290,3794
290,3795
289,3795
289,3796
289,3796
290,3798
291,3798
292,3799
293,3799
295,3800
296,3800
297,3801
299,3801
300,3802
301,3802
303,3803
304,3803
305,3804
305,3804
305,3805
306,3805
305,3806
305,3806
304,3807
303,3807
303,3808
302,3808
300,3809
300,3809
299,3810
297,3810
296,3811
295,3811
294,3812
293,3812
292,3813
291,3813
291,3814
290,3814
290,3815
289,3815
289,3816
289,3816
290,3817
291,3817
292,3818
292,3818
294,3819
295,3819
296,3820
298,3820
300,3821
301,3821
302,3822
304,3822
305,3823
306,3823
306,3824
307,3824
307,3825
307,3825
306,3826
305,3826
305,3827
304,3827
304,3828
303,3828
302,3829
301,3829
300,3830
299,3830
298,3831
297,3831
296,3832
295,3832
294,3833
294,3833
293,3834
293,3834
293,3835
293,3835
293,3836
293,3836
294,3837
295,3837
296,3838
297,3838
299,3840
300,3840
302,3841
303,3841
305,3842
306,3842
308,3843
309,3843
310,3844
310,3844
311,3845
311,3845
311,3846
311,3846
310,3847
309,3847
308,3848
307,3848
307,3849
305,3849
304,3850
303,3850
302,3851
301,3851
300,3852
299,3852
299,3853
297,3853
297,3854
297,3854
296,3855
296,3855
296,3856
295,3856
296,3857
296,3857
297,3858
298,3858
299,3859
301,3859
302,3860
303,3860
305,3861
306,3861
307,3862
309,3862
310,3863
311,3863
311,3864
311,3864
311,3865
311,3865
311,3866
310,3866
309,3867
308,3867
307,3868
306,3868
305,3869
304,3869
302,3870
301,3870
300,3871
299,3871
298,3872
297,3872
296,3873
295,3873
294,3874
294,3874
293,3875
293,3875
293,3876
293,3876
294,3877
294,3877
296,3878
296,3878
297,3879
299,3879
300,3880
302,3880
303,3881
304,3881
305,3883
306,3883
308,3884
308,3884
308,3885
308,3885
308,3886
307,3886
307,3887
306,3887
305,3888
304,3888
303,3889
302,3889
300,3890
299,3890
298,3891
297,3891
295,3892
294,3892
293,3893
292,3893
292,3894
291,3894
290,3895
290,3895
290,3896
290,3896
290,3897
290,3897
291,3898
292,3898
293,3899
294,3899
296,3900
297,3900
298,3901
300,3901
301,3902
302,3902
303,3903
304,3903
305,3904
305,3904
306,3905
305,3905
305,3906
304,3906
303,3907
303,3907
301,3908
301,3908
299,3909
298,3909
297,3910
296,3910
295,3911
294,3911
292,3912
292,3912
291,3913
290,3913
289,3914
289,3914
288,3915
288,3915
288,3916
288,3916
289,3917
290,3917
290,3918
292,3918
293,3919
294,3919
296,3920
297,3920
299,3921
300,3921
301,3922
302,3922
304,3923
304,3923
304,3924
304,3924
304,3926
304,3926
303,3927
303,3927
302,3928
302,3928
300,3929
299,3929
299,3930
297,3930
296,3931
294,3931
293,3932
292,3932
291,3933
290,3933
290,3934
289,3934
289,3935
288,3935
288,3936
288,3936
288,3937
289,3937
289,3938
290,3938
292,3939
293,3939
294,3940
295,3940
297,3941
298,3941
299,3942
301,3942
302,3943
303,3943
304,3944
304,3944
304,3945
304,3945
304,3946
303,3946
303,3947
302,3947
301,3948
300,3948
299,3949
298,3949
297,3950
295,3950
294,3951
293,3951
292,3952
291,3952
290,3953
289,3953
289,3954
289,3954
288,3955
288,3955
288,3956
288,3956
288,3957
289,3957
290,3958
291,3958
292,3959
294,3959
295,3960
297,3960
298,3961
300,3961
301,3962
302,3962
303,3963
304,3963
304,3964
304,3964
304,3965
304,3965
304,3966
303,3966
302,3968
301,3968
300,3969
299,3969
298,3970
297,3970
296,3971
295,3971
293,3972
292,3972
291,3973
290,3973
290,3974
289,3974
288,3975
288,3975
288,3976
288,3976
288,3977
288,3977
289,3978
290,3978
291,3979
292,3979
294,3980
295,3980
297,3981
298,3981
299,3982
300,3982
302,3983
303,3983
303,3984
304,3984
304,3985
304,3985
303,3986
303,3986
302,3987
301,3987
300,3988
299,3988
298,3989
297,3989
296,3990
295,3990
294,3991
293,3991
291,3992
290,3992
289,3993
288,3993
288,3994
287,3994
287,3995
287,3995
286,3996
286,3996
287,3997
287,3997
288,3998
289,3998
291,3999
292,3999
293,4000
295,4000
296,4001
297,4001
299,4002
300,4002
301,4003
302,4003
302,4004
302,4004
302,4005
302,4005
301,4006
300,4006
300,4007
299,4007
298,4008
297,4008
296,4009
294,4009
293,4011
292,4011
291,4012
290,4012
289,4013
288,4013
287,4014
286,4014
286,4015
286,4015
285,4016
285,4016
285,4017
286,4017
286,4018
287,4018
288,4019
289,4019
291,4020
292,4020
293,4021
295,4021
296,4022
298,4022
299,4023
300,4023
301,4024
301,4024
301,4025
301,4025
301,4026
300,4026
299,4027
299,4027
298,4028
297,4028
296,4029
295,4029
293,4030
292,4030
291,4031
290,4031
289,4032
288,4032
287,4033
286,4033
285,4034
285,4034
284,4035
284,4035
284,4036
284,4036
284,4037
285,4037
286,4038
287,4038
288,4039
290,4039
291,4040
292,4040
294,4041
295,4041
296,4042
298,4042
299,4043
300,4043
300,4044
300,4044
300,4045
300,4045
299,4046
299,4046
298,4047
297,4047
296,4048
295,4048
294,4049
293,4049
291,4050
290,4050
289,4051
289,4051
287,4052
286,4052
286,4054
285,4054
284,4055
284,4055
284,4056
283,4056
283,4057
284,4057
284,4058
285,4058
287,4059
288,4059
289,4060
290,4060
292,4061
293,4061
295,4062
296,4062
297,4063
298,4063
299,4064
300,4064
300,4065
300,4065
299,4066
299,4066
298,4067
298,4067
297,4068
296,4068
295,4069
294,4069
293,4070
292,4070
291,4071
289,4071
288,4072
287,4072
286,4073
286,4073
285,4074
284,4074
284,4075
284,4075
283,4076
284,4076
284,4077
284,4077
285,4078
287,4078
288,4079
289,4079
290,4080
292,4080
293,4081
295,4081
296,4082
298,4082
298,4083
299,4083
300,4084
300,4084
300,4085
300,4085
300,4086
299,4086
298,4087
297,4087
296,4088
295,4088
294,4089
293,4089
292,4090
291,4090
289,4091
289,4091
287,4092
286,4092
285,4093
285,4093
284,4094
284,4094
283,4096
284,4096
283,4097
284,4097
284,4098
285,4098
286,4099
287,4099
288,4100
290,4100
291,4101
293,4101
295,4102
296,4102
297,4103
298,4103
299,4104
300,4104
300,4105
300,4105
300,4106
299,4106
299,4107
298,4107
297,4108
296,4108
295,4109
294,4109
294,4110
292,4110
291,4111
290,4111
288,4112
288,4112
286,4113
286,4113
285,4114
285,4114
284,4115
284,4115
284,4116
284,4116
284,4117
284,4117
286,4118
286,4118
288,4119
289,4119
291,4120
292,4120
293,4121
295,4121
296,4122
297,4122
299,4123
300,4123
300,4124
301,4124
301,4125
300,4125
300,4126
300,4126
298,4127
298,4127
297,4128
296,4128
295,4129
294,4129
293,4130
291,4130
290,4131
289,4131
288,4132
287,4132
286,4133
286,4133
285,4134
285,4134
284,4135
284,4135
284,4136
284,4136
285,4137
286,4137
287,4139
288,4139
289,4140
291,4140
292,4141
294,4141
295,4142
296,4142
298,4143
299,4143
300,4144
301,4144
301,4145
301,4145
301,4146
300,4146
300,4147
299,4147
298,4148
297,4148
296,4149
295,4149
294,4150
293,4150
292,4151
290,4151
289,4152
288,4152
287,4153
286,4153
285,4154
285,4154
284,4155
284,4155
284,4156
284,4156
284,4157
284,4157
285,4158
286,4158
288,4159
289,4159
290,4160
291,4160
293,4161
295,4161
296,4162
297,4162
298,4163
300,4163
300,4164
300,4164
301,4165
300,4165
300,4166
299,4166
298,4167
298,4167
297,4168
296,4168
294,4169
293,4169
292,4170
291,4170
290,4171
289,4171
288,4172
287,4172
286,4173
285,4173
284,4174
284,4174
284,4175
284,4175
283,4176
284,4176
284,4177
285,4177
286,4178
287,4178
289,4179
290,4179
291,4180
293,4180
294,4182
295,4182
297,4183
298,4183
299,4184
300,4184
300,4185
300,4185
300,4186
300,4186
299,4187
298,4187
297,4188
297,4188
295,4189
294,4189
293,4190
292,4190
291,4191
290,4191
289,4192
288,4192
287,4193
286,4193
285,4194
285,4194
284,4195
283,4195
284,4196
283,4196
283,4197
284,4197
285,4198
286,4198
287,4199
288,4199
290,4200
291,4200
293,4201
294,4201
296,4202
297,4202
298,4203
300,4203
300,4204
300,4204
301,4205
301,4205
300,4206
300,4206
299,4207
298,4207
297,4208
296,4208
295,4209
294,4209
293,4210
292,4210
291,4211
289,4211
288,4212
287,4212
286,4213
285,4213
285,4214
285,4214
284,4215
284,4215
284,4216
284,4216
285,4217
286,4217
287,4218
288,4218
289,4219
291,4219
292,4220
294,4220
295,4221
296,4221
298,4222
299,4222
300,4224
301,4224
301,4225
302,4225
302,4226
301,4226
300,4227
300,4227
299,4228
298,4228
297,4229
296,4229
295,4230
294,4230
293,4231
292,4231
291,4232
290,4232
289,4233
288,4233
287,4234
286,4234
286,4235
286,4235
285,4236
285,4236
286,4237
286,4237
287,4238
288,4238
289,4239
290,4239
291,4240
293,4240
295,4241
296,4241
298,4242
299,4242
301,4243
302,4243
303,4244
303,4244
303,4245
303,4245
303,4246
303,4246
302,4247
301,4247
300,4248
299,4248
299,4249
298,4249
297,4250
295,4250
294,4251
293,4251
293,4252
291,4252
290,4253
289,4253
289,4254
289,4254
288,4255
288,4255
288,4256
288,4256
289,4257
290,4257
291,4258
292,4258
294,4259
295,4259
297,4260
298,4260
300,4261
301,4261
303,4262
304,4262
305,4263
306,4263
307,4264
307,4264
308,4265
307,4265
307,4267
306,4267
306,4268
305,4268
304,4269
303,4269
302,4270
301,4270
300,4271
299,4271
298,4272
297,4272
296,4273
295,4273
295,4274
294,4274
294,4275
294,4275
294,4276
294,4276
294,4277
294,4277
295,4278
296,4278
298,4279
299,4279
301,4280
302,4280
304,4281
305,4281
307,4282
308,4282
309,4283
311,4283
312,4284
312,4284
312,4285
312,4285
312,4286
312,4286
311,4287
310,4287
309,4288
309,4288
307,4289
306,4289
306,4290
304,4290
303,4291
302,4291
301,4292
300,4292
299,4293
298,4293
298,4294
297,4294
297,4295
297,4295
297,4296
297,4296
297,4297
298,4297
299,4298
300,4298
301,4299
303,4299
304,4300
306,4300
307,4301
308,4301
310,4302
311,4302
312,4303
313,4303
313,4304
314,4304
313,4305
313,4305
313,4306
311,4306
311,4307
310,4307
309,4308
308,4308
307,4310
305,4310
304,4311
303,4311
302,4312
301,4312
300,4313
299,4313
298,4314
297,4314
297,4315
296,4315
296,4316
295,4316
295,4317
296,4317
296,4318
297,4318
298,4319
300,4319
301,4320
302,4320
304,4321
305,4321
306,4322
308,4322
309,4323
310,4323
311,4324
311,4324
311,4325
311,4325
311,4326
310,4326
310,4327
309,4327
308,4328
307,4328
306,4329
304,4329
303,4330
302,4330
301,4331
300,4331
299,4332
298,4332
297,4333
296,4333
295,4334
294,4334
294,4335
293,4335
293,4336
293,4336
293,4337
294,4337
295,4338
296,4338
298,4339
299,4339
300,4340
301,4340
303,4341
304,4341
305,4342
307,4342
308,4343
309,4343
309,4344
309,4344
309,4345
309,4345
309,4346
308,4346
307,4347
306,4347
305,4348
304,4348
303,4349
302,4349
300,4350
300,4350
298,4352
297,4352
296,4353
295,4353
294,4354
293,4354
293,4355
292,4355
292,4356
292,4356
292,4357
292,4357
293,4358
293,4358
295,4359
296,4359
297,4360
299,4360
300,4361
302,4361
303,4362
304,4362
305,4363
307,4363
307,4364
308,4364
308,4365
308,4365
308,4366
307,4366
307,4367
306,4367
305,4368
304,4368
303,4369
302,4369
301,4370
300,4370
298,4371
297,4371
296,4372
295,4372
293,4373
293,4373
292,4374
291,4374
291,4375
290,4375
290,4376
290,4376
290,4377
290,4377
291,4378
292,4378
293,4379
294,4379
295,4380
296,4380
298,4381
299,4381
300,4382
301,4382
302,4383
303,4383
303,4384
304,4384
303,4385
303,4385
302,4386
302,4386
301,4387
300,4387
299,4388
298,4388
297,4389
296,4389
295,4390
294,4390
293,4391
292,4391
291,4392
291,4392
290,4393
290,4393
290,4395
290,4395
290,4396
291,4396
292,4397
293,4397
295,4398
297,4398
299,4399
301,4399
304,4400
306,4400
309,4401
311,4401
314,4402
316,4402
319,4403
322,4403
324,4404
326,4404
328,4405
329,4405
330,4406
331,4406
332,4407
333,4407
333,4408
334,4408
335,4409
335,4409
336,4410
336,4410
337,4411
337,4411
337,4412
338,4412
339,4413
339,4413
339,4414
340,4414
341,4415
342,4415
343,4416
344,4416
345,4417
346,4417
348,4418
349,4418
351,4419
353,4419
354,4420
356,4420
357,4421
358,4421
360,4422
361,4422
362,4423
363,4423
362,4424
363,4424
363,4425
362,4425
361,4426
360,4426
359,4427
358,4427
357,4428
356,4428
355,4429
353,4429
351,4430
350,4430
349,4431
347,4431
346,4432
345,4432
343,4433
343,4433
341,4434
341,4434
340,4435
340,4435
339,4436
339,4436
339,4438
340,4438
340,4439
341,4439
342,4440
343,4440
344,4441
345,4441
346,4442
347,4442
348,4443
349,4443
349,4444
349,4444
349,4445
349,4445
349,4446
348,4446
347,4447
345,4447
344,4448
343,4448
341,4449
340,4449
338,4450
336,4450
335,4451
334,4451
332,4452
331,4452
329,4453
328,4453
327,4454
326,4454
324,4455
323,4455
323,4456
322,4456
322,4457
322,4457
323,4458
323,4458
324,4459
325,4459
326,4460
327,4460
328,4461
328,4461
329,4462
330,4462
331,4463
331,4463
332,4464
331,4464
331,4465
331,4465
330,4466
329,4466
327,4467
327,4467
325,4468
324,4468
322,4469
321,4469
319,4470
318,4470
316,4471
315,4471
314,4472
312,4472
311,4473
310,4473
309,4474
308,4474
307,4475
307,4475
306,4476
306,4476
307,4477
307,4477
308,4478
308,4478
309,4480
310,4480
311,4481
313,4481
314,4482
315,4482
316,4483
317,4483
318,4484
318,4484
318,4485
318,4485
318,4486
317,4486
316,4487
315,4487
314,4488
313,4488
311,4489
310,4489
309,4490
307,4490
306,4491
304,4491
303,4492
302,4492
301,4493
300,4493
299,4494
298,4494
298,4495
297,4495
296,4496
296,4496
296,4497
297,4497
297,4498
298,4498
299,4499
300,4499
301,4500
303,4500
304,4501
305,4501
306,4502
307,4502
309,4503
310,4503
310,4504
310,4504
311,4505
310,4505
310,4506
309,4506
308,4507
307,4507
306,4508
305,4508
304,4509
303,4509
302,4510
300,4510
299,4511
298,4511
297,4512
296,4512
295,4513
294,4513
293,4514
293,4514
292,4515
292,4515
291,4516
292,4516
292,4517
293,4517
294,4518
295,4518
297,4519
297,4519
298,4520
300,4520
301,4521
302,4521
304,4523
305,4523
306,4524
306,4524
307,4525
307,4525
306,4526
306,4526
305,4527
304,4527
304,4528
303,4528
302,4529
300,4529
299,4530
298,4530
297,4531
296,4531
294,4532
293,4532
292,4533
291,4533
290,4534
290,4534
289,4535
289,4535
289,4536
288,4536
288,4537
288,4537
289,4538
290,4538
291,4539
292,4539
293,4540
295,4540
296,4541
297,4541
299,4542
300,4542
301,4543
302,4543
303,4544
303,4544
303,4545
303,4545
302,4546
302,4546
301,4547
300,4547
299,4548
298,4548
297,4549
296,4549
294,4550
293,4550
292,4551
291,4551
290,4552
288,4552
288,4553
286,4553
286,4554
285,4554
285,4555
284,4555
284,4556
285,4556
285,4557
285,4557
286,4558
287,4558
288,4559
289,4559
290,4560
292,4560
294,4561
295,4561
296,4562
297,4562
298,4563
299,4563
299,4564
300,4564
299,4566
299,4566
298,4567
297,4567
297,4568
296,4568
294,4569
293,4569
292,4570
291,4570
290,4571
289,4571
288,4572
287,4572
285,4573
284,4573
283,4574
283,4574
282,4575
281,4575
281,4576
281,4576
282,4577
282,4577
282,4578
283,4578
284,4579
285,4579
286,4580
288,4580
289,4581
291,4581
292,4582
293,4582
294,4583
296,4583
297,4584
297,4584
297,4585
297,4585
297,4586
296,4586
296,4587
295,4587
294,4588
293,4588
292,4589
291,4589
289,4590
288,4590
287,4591
287,4591
285,4592
284,4592
283,4593
283,4593
282,4594
282,4594
281,4595
281,4595
281,4596
281,4596
281,4597
282,4597
283,4598
284,4598
285,4599
286,4599
288,4600
289,4600
291,4601
292,4601
294,4602
295,4602
296,4603
297,4603
297,4604
297,4604
298,4605
298,4605
297,4606
296,4606
296,4608
295,4608
294,4609
293,4609
292,4610
291,4610
289,4611
288,4611
287,4612
286,4612
285,4613
284,4613
284,4614
283,4614
282,4615
282,4615
282,4616
282,4616
282,4617
282,4617
283,4618
284,4618
285,4619
286,4619
287,4620
289,4620
290,4621
292,4621
293,4622
294,4622
296,4623
297,4623
298,4624
298,4624
298,4625
299,4625
299,4626
298,4626
297,4627
297,4627
296,4628
295,4628
294,4629
293,4629
292,4630
291,4630
290,4631
288,4631
288,4632
287,4632
286,4633
285,4633
284,4634
284,4634
283,4635
283,4635
283,4636
283,4636
283,4637
284,4637
285,4638
286,4638
288,4639
289,4639
290,4640
292,4640
293,4641
295,4641
297,4642
298,4642
299,4643
300,4643
301,4644
301,4644
301,4645
301,4645
301,4646
300,4646
299,4647
299,4647
298,4648
297,4648
296,4649
295,4649
294,4651
293,4651
292,4652
291,4652
290,4653
289,4653
288,4654
288,4654
287,4655
287,4655
287,4656
287,4656
287,4657
288,4657
288,4658
289,4658
291,4659
292,4659
293,4660
295,4660
297,4661
298,4661
299,4662
301,4662
303,4663
304,4663
305,4664
305,4664
306,4665
306,4665
306,4666
306,4666
305,4667
305,4667
303,4668
303,4668
302,4669
301,4669
300,4670
299,4670
298,4671
297,4671
296,4672
295,4672
294,4673
293,4673
292,4674
292,4674
292,4675
291,4675
291,4676
291,4676
291,4677
292,4677
293,4678
294,4678
295,4679
296,4679
298,4680
299,4680
300,4681
302,4681
303,4682
304,4682
306,4683
307,4683
307,4684
307,4684
307,4685
307,4685
306,4686
306,4686
305,4687
304,4687
303,4688
302,4688
301,4689
299,4689
298,4690
297,4690
296,4691
294,4691
293,4692
292,4692
291,4694
290,4694
290,4695
289,4695
288,4696
288,4696
288,4697
288,4697
288,4698
290,4698
290,4699
291,4699
292,4700
294,4700
295,4701
297,4701
297,4702
299,4702
300,4703
301,4703
302,4704
303,4704
302,4705
302,4705
302,4706
302,4706
301,4707
300,4707
299,4708
298,4708
296,4709
295,4709
294,4710
293,4710
292,4711
290,4711
289,4712
288,4712
287,4713
286,4713
285,4714
284,4714
283,4715
283,4715
283,4716
282,4716
283,4717
283,4717
284,4718
285,4718
286,4719
287,4719
288,4720
289,4720
291,4721
292,4721
293,4722
295,4722
296,4723
297,4723
297,4724
297,4724
297,4725
297,4725
297,4726
296,4726
295,4727
294,4727
293,4728
292,4728
291,4729
290,4729
288,4730
287,4730
286,4731
285,4731
284,4732
282,4732
281,4733
281,4733
280,4734
280,4734
279,4736
279,4736
279,4737
279,4737
279,4738
280,4738
281,4739
282,4739
283,4740
285,4740
286,4741
287,4741
289,4742
290,4742
291,4743
292,4743
293,4744
294,4744
294,4745
295,4745
294,4746
294,4746
293,4747
292,4747
292,4748
291,4748
290,4749
288,4749
288,4750
286,4750
285,4751
284,4751
283,4752
282,4752
281,4753
280,4753
279,4754
278,4754
278,4755
278,4755
277,4756
277,4756
277,4757
278,4757
278,4758
280,4758
281,4759
282,4759
283,4760
284,4760
286,4761
288,4761
289,4762
290,4762
291,4763
292,4763
293,4764
293,4764
294,4765
294,4765
293,4766
292,4766
292,4767
291,4767
290,4768
289,4768
288,4769
287,4769
285,4770
284,4770
283,4771
282,4771
281,4772
280,4772
279,4773
278,4773
278,4774
277,4774
277,4775
277,4775
277,4776
277,4776
277,4777
278,4777
279,4779
280,4779
281,4780
283,4780
284,4781
285,4781
287,4782
288,4782
290,4783
291,4783
292,4784
293,4784
293,4785
293,4785
293,4786
293,4786
292,4787
291,4787
290,4788
290,4788
288,4789
288,4789
287,4790
285,4790
284,4791
283,4791
282,4792
281,4792
280,4793
279,4793
278,4794
278,4794
277,4795
277,4795
277,4796
277,4796
277,4797
277,4797
278,4798
279,4798
280,4799
281,4799
283,4800
284,4800
286,4801
287,4801
288,4802
290,4802
291,4803
292,4803
293,4804
293,4804
293,4805
293,4805
294,4806
292,4806
291,4807
290,4807
290,4808
289,4808
288,4809
287,4809
285,4810
284,4810
283,4811
282,4811
281,4812
280,4812
279,4813
278,4813
278,4814
277,4814
277,4815
276,4815
276,4816
276,4816
277,4817
277,4817
278,4818
280,4818
281,4819
282,4819
284,4820
285,4820
287,4822
288,4822
289,4823
290,4823
292,4824
292,4824
293,4825
293,4825
293,4826
293,4826
292,4827
291,4827
290,4828
289,4828
288,4829
288,4829
286,4830
285,4830
284,4831
283,4831
282,4832
281,4832
280,4833
279,4833
278,4834
277,4834
277,4835
277,4835
277,4836
277,4836
277,4837
277,4837
278,4838
279,4838
280,4839
281,4839
282,4840
284,4840
285,4841
287,4841
288,4842
290,4842
291,4843
292,4843
293,4844
293,4844
293,4845
294,4845
293,4846
293,4846
292,4847
292,4847
290,4848
290,4848
288,4849
288,4849
287,4850
285,4850
285,4851
283,4851
282,4852
281,4852
280,4853
280,4853
279,4854
279,4854
279,4855
278,4855
278,4856
278,4856
278,4857
279,4857
281,4858
281,4858
283,4859
284,4859
285,4860
287,4860
288,4861
290,4861
291,4862
293,4862
295,4864
295,4864
295,4865
296,4865
296,4866
296,4866
295,4867
294,4867
294,4868
292,4868
292,4869
291,4869
290,4870
289,4870
288,4871
287,4871
286,4872
285,4872
284,4873
283,4873
282,4874
281,4874
281,4875
281,4875
280,4876
280,4876
281,4877
281,4877
282,4878
283,4878
284,4879
285,4879
287,4880
288,4880
290,4881
291,4881
292,4882
294,4882
296,4883
297,4883
298,4884
298,4884
298,4885
298,4885
298,4886
298,4886
297,4887
297,4887
296,4888
295,4888
294,4889
293,4889
292,4890
291,4890
289,4891
288,4891
288,4892
287,4892
286,4893
285,4893
284,4894
284,4894
284,4895
284,4895
284,4896
283,4896
284,4897
285,4897
286,4898
287,4898
288,4899
289,4899
291,4900
292,4900
294,4901
296,4901
297,4902
298,4902
300,4903
301,4903
301,4904
301,4904
301,4905
301,4905
301,4907
300,4907
299,4908
299,4908
298,4909
297,4909
296,4910
295,4910
294,4911
293,4911
291,4912
291,4912
290,4913
289,4913
288,4914
287,4914
287,4915
287,4915
286,4916
286,4916
287,4917
286,4917
287,4918
289,4918
289,4919
291,4919
292,4920
294,4920
295,4921
297,4921
298,4922
299,4922
301,4923
302,4923
303,4924
304,4924
304,4925
304,4925
304,4926
304,4926
303,4927
302,4927
301,4928
301,4928
300,4929
298,4929
297,4930
296,4930
295,4931
294,4931
293,4932
292,4932
291,4933
290,4933
290,4934
289,4934
289,4935
289,4935
288,4936
289,4936
289,4937
290,4937
291,4938
292,4938
293,4939
294,4939
296,4940
297,4940
299,4941
300,4941
302,4942
303,4942
304,4943
305,4943
305,4944
306,4944
306,4945
306,4945
305,4946
305,4946
304,4947
303,4947
302,4948
301,4948
300,4950
299,4950
298,4951
297,4951
296,4952
295,4952
294,4953
293,4953
292,4954
291,4954
291,4955
290,4955
290,4956
290,4956
290,4957
290,4957
291,4958
292,4958
293,4959
294,4959
295,4960
297,4960
299,4961
300,4961
302,4962
303,4962
304,4963
305,4963
306,4964
307,4964
307,4965
307,4965
307,4966
307,4966
306,4967
305,4967
304,4968
304,4968
302,4969
302,4969
301,4970
300,4970
298,4971
298,4971
297,4972
295,4972
294,4973
293,4973
293,4974
292,4974
292,4975
291,4975
291,4976
292,4976
292,4977
292,4977
293,4978
294,4978
296,4979
297,4979
298,4980
300,4980
301,4981
303,4981
304,4982
305,4982
306,4983
308,4983
308,4984
309,4984
308,4985
308,4985
309,4986
308,4986
306,4987
306,4987
305,4988
304,4988
303,4989
302,4989
301,4990
300,4990
298,4992
297,4992
296,4993
295,4993
294,4994
294,4994
293,4995
293,4995
292,4996
292,4996
292,4997
292,4997
292,4998
293,4998
295,4999
296,4999
297,5000
299,5000
300,5001
302,5001
303,5002
304,5002
306,5003
307,5003
308,5004
309,5004
309,5005
309,5005
309,5006
308,5006
307,5007
307,5007
306,5008
305,5008
304,5009
303,5009
302,5010
301,5010
300,5011
299,5011
297,5012
296,5012
295,5013
294,5013
294,5014
293,5014
292,5015
292,5015
292,5016
292,5016
292,5017
293,5017
293,5018
295,5018
296,5019
297,5019
298,5020
300,5020
301,5021
303,5021
304,5022
305,5022
307,5023
308,5023
308,5024
309,5024
309,5025
309,5025
308,5026
307,5026
307,5027
306,5027
305,5028
304,5028
303,5029
302,5029
301,5030
300,5030
298,5031
298,5031
296,5032
296,5032
294,5033
293,5033
293,5035
292,5035
293,5036
292,5036
292,5037
292,5037
293,5038
294,5038
295,5039
296,5039
297,5040
299,5040
300,5041
302,5041
303,5042
304,5042
306,5043
307,5043
308,5044
309,5044
309,5045
309,5045
310,5046
309,5046
309,5047
308,5047
307,5048
306,5048
305,5049
304,5049
303,5050
302,5050
301,5051
300,5051
299,5052
298,5052
297,5053
296,5053
295,5054
295,5054
295,5055
294,5055
294,5056
294,5056
294,5057
295,5057
295,5058
297,5058
298,5059
299,5059
301,5060
302,5060
304,5061
305,5061
307,5062
309,5062
310,5063
311,5063
312,5064
312,5064
312,5065
312,5065
312,5066
312,5066
311,5067
310,5067
310,5068
309,5068
308,5069
307,5069
306,5070
305,5070
304,5071
303,5071
302,5072
301,5072
300,5073
300,5073
299,5074
299,5074
298,5075
298,5075
299,5076
299,5076
299,5078
300,5078
301,5079
302,5079
303,5080
305,5080
306,5081
308,5081
309,5082
311,5082
312,5083
314,5083
315,5084
315,5084
316,5085
316,5085
316,5086
315,5086
315,5087
314,5087
313,5088
313,5088
311,5089
311,5089
309,5090
308,5090
307,5091
306,5091
305,5092
304,5092
303,5093
302,5093
301,5094
300,5094
300,5095
300,5095
299,5096
299,5096
299,5097
299,5097
300,5098
301,5098
302,5099
303,5099
305,5100
306,5100
307,5101
309,5101
310,5102
311,5102
312,5103
313,5103
314,5104
315,5104
315,5105
314,5105
314,5106
314,5106
312,5107
312,5107
311,5108
310,5108
309,5109
307,5109
306,5110
305,5110
304,5111
303,5111
302,5112
301,5112
300,5113
299,5113
298,5114
297,5114
297,5115
296,5115
297,5116
297,5116
297,5117
297,5117
298,5118
299,5118
300,5120
302,5120
303,5121
305,5121
306,5122
307,5122
308,5123
310,5123
311,5124
312,5124
312,5125
312,5125
312,5126
311,5126
311,5127
310,5127
309,5128
308,5128
307,5129
306,5129
305,5130
304,5130
302,5131
301,5131
300,5132
299,5132
298,5133
297,5133
296,5134
295,5134
295,5135
294,5135
294,5136
294,5136
294,5137
294,5137
295,5138
296,5138
297,5139
298,5139
299,5140
301,5140
302,5141
303,5141
305,5142
306,5142
308,5143
308,5143
309,5144
310,5144
310,5145
310,5145
310,5146
309,5146
308,5147
307,5147
306,5148
305,5148
304,5149
303,5149
303,5150
301,5150
299,5151
298,5151
297,5152
296,5152
295,5153
294,5153
294,5154
293,5154
293,5155
292,5155
292,5156
292,5156
293,5157
293,5157
294,5158
295,5158
296,5159
297,5159
299,5160
300,5160
302,5161
303,5161
304,5163
306,5163
307,5164
308,5164
308,5165
309,5165
308,5166
308,5166
308,5167
307,5167
306,5168
305,5168
304,5169
303,5169
302,5170
300,5170
299,5171
298,5171
297,5172
295,5172
294,5173
293,5173
292,5174
291,5174
291,5175
290,5175
290,5176
289,5176
289,5177
289,5177
289,5178
290,5178
291,5179
292,5179
293,5180
294,5180
296,5181
297,5181
298,5182
299,5182
301,5183
302,5183
302,5184
303,5184
303,5185
303,5185
303,5186
302,5186
302,5187
302,5187
301,5188
300,5188
300,5189
299,5189
