t;emg
5561;611
5562;610
5563;610
5564;610
5565;611
5566;611
5567;612
5568;613
5569;613
5570;613
5571;613
5572;613
5573;613
5574;613
5575;613
5576;613
5577;613
5578;614
5579;614
5580;614
5581;613
5582;613
5583;613
5584;611
5585;610
5586;609
5587;607
5588;606
5589;605
5590;603
5591;603
5592;603
5593;602
5594;603
5595;604
5596;605
5597;606
5598;608
5599;609
5600;611
5601;613
5602;617
5603;617
5604;619
5605;619
5606;620
5607;619
5608;618
5609;619
5610;619
5611;619
5612;619
5613;618
5614;617
5615;616
5616;615
5617;615
5618;615
5619;614
5620;614
5621;614
5622;614
5623;614
5624;614
5625;615
5626;615
5627;617
5628;617
5629;619
5630;620
5631;623
5632;625
5633;629
5634;630
5635;632
5636;634
5637;635
5638;637
5639;639
5640;641
5641;642
5642;642
5643;642
5644;642
5645;642
5646;642
5647;642
5648;642
5649;642
5650;642
5651;642
5652;642
5653;642
5654;642
5655;641
5656;640
5657;640
5658;639
5659;639
5660;639
5661;640
5662;640
5663;640
5664;641
5665;641
5666;641
5667;641
5668;640
5669;639
5670;636
5671;634
5672;631
5673;629
5674;626
5675;625
5676;621
5677;619
5678;618
5679;618
5680;617
5681;617
5682;617
5683;619
5684;619
5685;620
5686;621
5687;622
5688;623
5689;625
5690;626
5691;626
5692;627
5693;628
5694;628
5695;629
5696;630
5697;631
5698;632
5699;633
5700;633
5701;634
5702;634
5703;635
5704;635
5705;635
5706;636
5707;635
5708;634
5709;631
5710;629
5711;627
5712;624
5713;620
5714;617
5715;615
5716;613
5717;611
5718;610
5719;609
5720;609
5721;610
5722;610
5723;612
5724;613
5725;615
5726;619
5727;621
5728;623
5729;625
5730;627
5731;629
5732;633
5733;634
5734;634
5735;635
5736;636
5737;636
5738;637
5739;637
5740;638
5741;638
5742;638
5743;639
5744;640
5745;640
5746;640
5747;640
5748;640
5749;640
5750;640
5751;640
5752;640
5753;640
5754;639
5755;640
5756;639
5757;639
5758;639
5759;639
5760;639
5761;638
5762;637
5763;635
5764;635
5765;634
5766;633
5767;633
5768;632
5769;630
5770;629
5771;627
5772;624
5773;622
5774;621
5775;619
5776;618
5777;617
5778;617
5779;618
5780;618
5781;618
5782;617
5783;617
5784;616
5785;614
5786;613
5787;613
5788;612
5789;612
5790;611
5791;611
5792;611
5793;611
5794;611
5795;612
5796;613
5797;614
5798;615
5799;616
5800;618
5801;619
5802;620
5803;621
5804;622
5805;624
5806;625
5807;625
5808;625
5809;624
5810;624
5811;624
5812;622
5813;622
5814;622
5815;622
5816;623
5817;623
5818;625
5819;626
5820;628
5821;629
5822;631
5823;633
5824;634
5825;638
5826;640
5827;642
5828;643
5829;645
5830;647
5831;650
5832;652
5833;654
5834;655
5835;657
5836;658
5837;661
5838;662
5839;664
5840;664
5841;665
5842;666
5843;667
5844;668
5845;669
5846;669
5847;670
5848;671
5849;671
5850;672
5851;672
5852;672
5853;673
5854;672
5855;672
5856;671
5857;670
5858;671
5859;670
5860;670
5861;670
5862;669
5863;668
5864;668
5865;667
5866;666
5867;666
5868;666
5869;666
5870;666
5871;667
5872;667
5873;668
5874;669
5875;671
5876;672
5877;673
5878;673
5879;673
5880;673
5881;673
5882;673
5883;673
5884;674
5885;673
5886;673
5887;672
5888;672
5889;672
5890;672
5891;673
5892;673
5893;673
5894;674
5895;674
5896;674
5897;674
5898;674
5899;674
5900;675
5901;676
5902;677
5903;679
5904;681
5905;682
5906;685
5907;687
5908;688
5909;690
5910;691
5911;691
5912;693
5913;693
5914;693
5915;693
5916;693
5917;694
5918;694
5919;694
5920;695
5921;695
5922;695
5923;696
5924;697
5925;699
5926;700
5927;701
5928;701
5929;702
5930;702
5931;703
5932;702
5933;702
5934;702
5935;701
5936;701
5937;702
5938;703
5939;704
5940;704
5941;705
5942;706
5943;707
5944;708
5945;709
5946;710
5947;710
5948;710
5949;711
5950;711
5951;710
5952;709
5953;709
5954;708
5955;708
5956;707
5957;706
5958;706
5959;706
5960;705
5961;706
5962;707
5963;708
5964;709
5965;710
5966;710
5967;711
5968;712
5969;713
5970;713
5971;714
5972;714
5973;714
5974;715
5975;716
5976;716
5977;716
5978;716
5979;717
5980;717
5981;718
5982;719
5983;719
5984;720
5985;720
5986;720
5987;719
5988;719
5989;718
5990;717
5991;716
5992;715
5993;714
5994;714
5995;714
5996;714
5997;714
5998;715
5999;716
6000;717
6001;717
6002;717
6003;717
6004;717
6005;718
6006;719
6007;720
6008;721
6009;722
6010;723
6011;724
6012;726
6013;726
6014;727
6015;728
6016;729
6017;730
6018;731
6019;732
6020;732
6021;732
6022;732
6023;732
6024;731
6025;729
6026;728
6027;728
6028;727
6029;726
6030;726
6031;725
6032;725
6033;725
6034;725
6035;725
6036;725
6037;726
6038;727
6039;728
6040;729
6041;730
6042;731
6043;734
6044;735
6045;737
6046;738
6047;739
6048;740
6049;743
6050;744
6051;744
6052;745
6053;745
6054;744
6055;745
6056;745
6057;745
6058;745
6059;745
6060;745
6061;745
6062;745
6063;745
6064;745
6065;745
6066;745
6067;745
6068;747
6069;748
6070;749
6071;749
6072;751
6073;752
6074;754
6075;757
6076;759
6077;760
6078;761
6079;763
6080;764
6081;766
6082;767
6083;767
6084;767
6085;767
6086;767
6087;765
6088;764
6089;763
6090;763
6091;762
6092;762
6093;762
6094;763
6095;763
6096;763
6097;764
6098;764
6099;767
6100;769
6101;770
6102;772
6103;774
6104;776
6105;778
6106;779
6107;780
6108;780
6109;780
6110;780
6111;780
6112;780
6113;780
6114;781
6115;781
6116;782
6117;782
6118;784
6119;786
6120;787
6121;789
6122;791
6123;793
6124;796
6125;797
6126;798
6127;798
6128;798
6129;798
6130;799
6131;799
6132;800
6133;801
6134;802
6135;803
6136;804
6137;805
6138;806
6139;806
6140;807
6141;806
6142;806
6143;805
6144;805
6145;804
6146;803
6147;803
6148;802
6149;802
6150;802
6151;802
6152;802
6153;801
6154;802
6155;801
6156;800
6157;799
6158;799
6159;799
6160;799
6161;800
6162;801
6163;801
6164;802
6165;803
6166;803
6167;805
6168;807
6169;808
6170;809
6171;810
6172;812
6173;813
6174;816
6175;818
6176;819
6177;820
6178;820
6179;821
6180;823
6181;824
6182;825
6183;825
6184;826
6185;826
6186;826
6187;827
6188;826
6189;826
6190;826
6191;826
6192;825
6193;825
6194;824
6195;824
6196;823
6197;822
6198;820
6199;819
6200;815
6201;813
6202;812
6203;810
6204;809
6205;808
6206;808
6207;808
6208;809
6209;809
6210;810
6211;812
6212;814
6213;815
6214;816
6215;818
6216;819
6217;820
6218;821
6219;822
6220;822
6221;822
6222;823
6223;823
6224;823
6225;824
6226;824
6227;824
6228;824
6229;824
6230;824
6231;825
6232;825
6233;825
6234;824
6235;823
6236;822
6237;821
6238;820
6239;818
6240;816
6241;814
6242;812
6243;811
6244;809
6245;809
6246;809
6247;808
6248;808
6249;807
6250;807
6251;807
6252;808
6253;809
6254;810
6255;811
6256;812
6257;812
6258;813
6259;813
6260;813
6261;814
6262;813
6263;813
6264;813
6265;813
6266;812
6267;812
6268;813
6269;813
6270;813
6271;813
6272;814
6273;815
6274;815
6275;816
6276;817
6277;818
6278;819
6279;820
6280;821
6281;821
6282;823
6283;822
6284;822
6285;822
6286;822
6287;822
6288;822
6289;822
6290;821
6291;820
6292;820
6293;819
6294;818
6295;818
6296;818
6297;818
6298;818
6299;818
6300;818
6301;818
6302;817
6303;817
6304;817
6305;817
6306;817
6307;816
6308;816
6309;815
6310;815
6311;814
6312;814
6313;812
6314;811
6315;810
6316;808
6317;807
6318;806
6319;803
6320;802
6321;800
6322;797
6323;795
6324;793
6325;791
6326;788
6327;787
6328;786
6329;786
6330;786
6331;786
6332;788
6333;788
6334;789
6335;790
6336;791
6337;792
6338;792
6339;793
6340;792
6341;791
6342;789
6343;787
6344;782
6345;781
6346;780
6347;779
6348;779
6349;779
6350;778
6351;778
6352;778
6353;778
6354;779
6355;779
6356;779
6357;781
6358;781
6359;782
6360;783
6361;784
6362;784
6363;785
6364;786
6365;787
6366;787
6367;788
6368;789
6369;789
6370;789
6371;789
6372;789
6373;789
6374;788
6375;788
6376;788
6377;788
6378;788
6379;788
6380;787
6381;787
6382;787
6383;787
6384;786
6385;786
6386;786
6387;786
6388;785
6389;785
6390;785
6391;784
6392;784
6393;783
6394;781
6395;778
6396;776
6397;774
6398;772
6399;770
6400;765
6401;763
6402;761
6403;759
6404;757
6405;756
6406;753
6407;752
6408;752
6409;752
6410;752
6411;752
6412;753
6413;754
6414;753
6415;753
6416;752
6417;751
6418;750
6419;749
6420;748
6421;747
6422;745
6423;743
6424;742
6425;741
6426;741
6427;741
6428;741
6429;742
6430;743
6431;744
6432;745
6433;746
6434;747
6435;749
6436;750
6437;753
6438;754
6439;755
6440;757
6441;757
6442;758
6443;759
6444;759
6445;758
6446;758
6447;758
6448;758
6449;757
6450;756
6451;756
6452;755
6453;754
6454;753
6455;752
6456;751
6457;751
6458;751
6459;751
6460;751
6461;751
6462;751
6463;751
6464;752
6465;752
6466;753
6467;754
6468;755
6469;755
6470;756
6471;756
6472;757
6473;757
6474;758
6475;758
6476;758
6477;758
6478;758
6479;757
6480;756
6481;754
6482;754
6483;753
6484;752
6485;752
6486;751
6487;750
6488;750
6489;749
6490;748
6491;748
6492;748
6493;748
6494;748
6495;749
6496;749
6497;749
6498;749
6499;749
6500;749
6501;748
6502;748
6503;748
6504;748
6505;748
6506;748
6507;748
6508;748
6509;749
6510;749
6511;748
6512;747
6513;747
6514;745
6515;743
6516;741
6517;736
6518;733
6519;731
6520;729
6521;727
6522;726
6523;724
6524;724
6525;724
6526;725
6527;725
6528;726
6529;726
6530;727
6531;728
6532;729
6533;730
6534;730
6535;731
6536;732
6537;732
6538;733
6539;733
6540;734
6541;734
6542;735
6543;735
6544;736
6545;737
6546;737
6547;737
6548;737
6549;736
6550;735
6551;734
6552;734
6553;733
6554;732
6555;731
6556;730
6557;729
6558;727
6559;725
6560;724
6561;722
6562;721
6563;720
6564;720
6565;720
6566;720
6567;721
6568;721
6569;722
6570;723
6571;724
6572;725
6573;728
6574;729
6575;730
6576;731
6577;732
6578;733
6579;734
6580;736
6581;737
6582;737
6583;738
6584;739
6585;740
6586;741
6587;741
6588;741
6589;742
6590;742
6591;742
6592;742
6593;741
6594;740
6595;739
6596;738
6597;738
6598;737
6599;736
6600;735
6601;734
6602;734
6603;733
6604;733
6605;732
6606;732
6607;732
6608;732
6609;732
6610;733
6611;733
6612;733
6613;734
6614;734
6615;734
6616;735
6617;736
6618;735
6619;734
6620;734
6621;733
6622;733
6623;732
6624;732
6625;732
6626;732
6627;731
6628;732
6629;731
6630;731
6631;731
6632;731
6633;730
6634;730
6635;729
6636;728
6637;728
6638;728
6639;727
6640;727
6641;727
6642;727
6643;727
6644;727
6645;726
6646;726
6647;725
6648;725
6649;725
6650;725
6651;726
6652;727
6653;727
6654;729
6655;730
6656;731
6657;732
6658;733
6659;734
6660;735
6661;737
6662;737
6663;738
6664;738
6665;739
6666;740
6667;741
6668;742
6669;743
6670;744
6671;744
6672;745
6673;745
6674;745
6675;745
6676;745
6677;745
6678;745
6679;745
6680;746
6681;746
6682;746
6683;747
6684;747
6685;748
6686;748
6687;749
6688;750
6689;751
6690;751
6691;752
6692;753
6693;753
6694;754
6695;754
6696;754
6697;754
6698;755
6699;755
6700;755
6701;755
6702;755
6703;755
6704;753
6705;753
6706;752
6707;752
6708;752
6709;751
6710;751
6711;751
6712;752
6713;752
6714;752
6715;751
6716;749
6717;749
6718;748
6719;747
6720;746
6721;746
6722;745
6723;743
6724;742
6725;740
6726;738
6727;737
6728;735
6729;734
6730;733
6731;733
6732;733
6733;733
6734;734
6735;736
6736;737
6737;738
6738;739
6739;741
6740;742
6741;744
6742;745
6743;746
6744;747
6745;748
6746;748
6747;750
6748;750
6749;751
6750;752
6751;753
6752;753
6753;755
6754;754
6755;754
6756;753
6757;752
6758;751
6759;749
6760;748
6761;746
6762;745
6763;744
6764;743
6765;742
6766;741
6767;740
6768;740
6769;740
6770;741
6771;741
6772;743
6773;744
6774;745
6775;746
6776;746
6777;748
6778;750
6779;750
6780;751
6781;752
6782;752
6783;752
6784;754
6785;755
6786;755
6787;756
6788;755
6789;755
6790;755
6791;755
6792;755
6793;755
6794;755
6795;756
6796;756
6797;756
6798;756
6799;757
6800;757
6801;757
6802;757
6803;757
6804;757
6805;757
6806;757
6807;757
6808;756
6809;755
6810;755
6811;755
6812;755
6813;755
6814;755
6815;756
6816;756
6817;756
6818;755
6819;755
6820;755
6821;755
6822;755
6823;754
6824;753
6825;752
6826;751
6827;750
6828;749
6829;748
6830;748
6831;747
6832;747
6833;747
6834;747
6835;748
6836;748
6837;748
6838;749
6839;750
6840;751
6841;751
6842;751
6843;751
6844;751
6845;751
6846;751
6847;751
6848;750
6849;750
6850;749
6851;749
6852;747
6853;745
6854;744
6855;742
6856;741
6857;740
6858;738
6859;737
6860;737
6861;737
6862;738
6863;738
6864;740
6865;741
6866;742
6867;743
6868;744
6869;745
6870;748
6871;748
6872;749
6873;750
6874;750
6875;750
6876;750
6877;749
6878;749
6879;748
6880;748
6881;746
6882;745
6883;740
6884;738
6885;736
6886;734
6887;732
6888;731
6889;729
6890;728
6891;727
6892;727
6893;728
6894;728
6895;729
6896;730
6897;731
6898;731
6899;732
6900;733
6901;734
6902;735
6903;736
6904;736
6905;736
6906;736
6907;736
6908;737
6909;737
6910;738
6911;738
6912;738
6913;739
6914;739
6915;739
6916;739
6917;739
6918;739
6919;739
6920;739
6921;740
6922;740
6923;741
6924;741
6925;742
6926;743
6927;744
6928;745
6929;746
6930;746
6931;747
6932;749
6933;750
6934;751
6935;751
6936;752
6937;753
6938;754
6939;754
6940;754
6941;755
6942;755
6943;756
6944;757
6945;758
6946;758
6947;759
6948;759
6949;759
6950;759
6951;759
6952;758
6953;757
6954;756
6955;755
6956;753
6957;751
6958;750
6959;749
6960;749
6961;749
6962;749
6963;750
6964;750
6965;751
6966;752
6967;753
6968;754
6969;756
6970;757
6971;758
6972;759
6973;759
6974;761
6975;763
6976;764
6977;764
6978;765
6979;766
6980;766
6981;768
6982;768
6983;768
6984;768
6985;768
6986;768
6987;768
6988;768
6989;769
6990;769
6991;769
6992;769
6993;769
6994;767
6995;766
6996;766
6997;765
6998;764
6999;763
7000;762
7001;762
7002;762
7003;762
7004;761
7005;761
7006;761
7007;761
7008;761
7009;761
7010;760
7011;760
7012;760
7013;759
7014;759
7015;759
7016;759
7017;759
7018;760
7019;760
7020;760
7021;761
7022;761
7023;762
7024;762
7025;762
7026;763
7027;763
7028;763
7029;763
7030;764
7031;763
7032;763
7033;762
7034;761
7035;759
7036;757
7037;753
7038;751
7039;749
7040;748
7041;746
7042;745
7043;744
7044;742
7045;742
7046;742
7047;743
7048;744
7049;744
7050;746
7051;747
7052;747
7053;748
7054;749
7055;749
7056;751
7057;752
7058;754
7059;755
7060;756
7061;757
7062;758
7063;758
7064;758
7065;757
7066;757
7067;756
7068;756
7069;755
7070;755
7071;755
7072;755
7073;756
7074;756
7075;756
7076;757
7077;757
7078;758
7079;758
7080;759
7081;760
7082;761
7083;761
7084;760
7085;760
7086;760
7087;759
7088;758
7089;758
7090;758
7091;759
7092;759
7093;760
7094;761
7095;761
7096;762
7097;763
7098;764
7099;765
7100;765
7101;766
7102;766
7103;767
7104;767
7105;765
7106;763
7107;761
7108;759
7109;758
7110;757
7111;755
7112;755
7113;755
7114;755
7115;755
7116;756
7117;756
7118;757
7119;757
7120;758
7121;758
7122;758
7123;760
7124;760
7125;760
7126;760
7127;760
7128;760
7129;760
7130;761
7131;761
7132;761
7133;762
7134;762
7135;762
7136;761
7137;761
7138;761
7139;761
7140;761
7141;761
7142;761
7143;761
7144;760
7145;760
7146;759
7147;759
7148;759
7149;759
7150;760
7151;760
7152;759
7153;759
7154;758
7155;756
7156;756
7157;756
7158;755
7159;755
7160;753
7161;752
7162;752
7163;752
7164;752
7165;752
7166;752
7167;752
7168;753
7169;753
7170;754
7171;755
7172;756
7173;759
7174;759
7175;760
7176;760
7177;761
7178;761
7179;762
7180;762
7181;762
7182;762
7183;761
7184;761
7185;760
7186;759
7187;759
7188;758
7189;757
7190;756
7191;754
7192;753
7193;753
7194;752
7195;752
7196;752
7197;752
7198;752
7199;753
7200;754
7201;754
7202;754
7203;755
7204;756
7205;757
7206;757
7207;757
7208;758
7209;758
7210;758
7211;758
7212;758
7213;758
7214;758
7215;758
7216;758
7217;758
7218;758
7219;758
7220;758
7221;757
7222;757
7223;757
7224;756
7225;756
7226;756
7227;756
7228;756
7229;755
7230;754
7231;754
7232;752
7233;750
7234;748
7235;743
7236;740
7237;737
7238;734
7239;731
7240;728
7241;723
7242;722
7243;721
7244;721
7245;722
7246;722
7247;725
7248;727
7249;729
7250;731
7251;733
7252;736
7253;739
7254;741
7255;743
7256;745
7257;746
7258;747
7259;748
7260;749
7261;750
7262;751
7263;751
7264;751
7265;751
7266;751
7267;749
7268;748
7269;747
7270;745
7271;743
7272;740
7273;738
7274;737
7275;736
7276;736
7277;736
7278;736
7279;737
7280;737
7281;738
7282;739
7283;740
7284;740
7285;742
7286;744
7287;745
7288;746
7289;748
7290;749
7291;751
7292;752
7293;753
7294;754
7295;755
7296;757
7297;758
7298;759
7299;760
7300;760
7301;760
7302;759
7303;757
7304;756
7305;756
7306;755
7307;754
7308;753
7309;752
7310;752
7311;751
7312;751
7313;751
7314;751
7315;751
7316;751
7317;750
7318;751
7319;750
7320;751
7321;750
7322;749
7323;749
7324;748
7325;747
7326;747
7327;745
7328;743
7329;742
7330;740
7331;740
7332;739
7333;739
7334;739
7335;739
7336;738
7337;739
7338;739
7339;739
7340;740
7341;740
7342;741
7343;742
7344;743
7345;744
7346;745
7347;746
7348;746
7349;747
7350;747
7351;748
7352;748
7353;747
7354;747
7355;747
7356;747
7357;747
7358;746
7359;746
7360;746
7361;746
7362;746
7363;745
7364;745
7365;745
7366;745
7367;746
7368;746
7369;746
7370;746
7371;747
7372;747
7373;747
7374;748
7375;748
7376;748
7377;748
7378;748
7379;746
7380;745
7381;744
7382;743
7383;741
7384;740
7385;740
7386;739
7387;739
7388;739
7389;739
7390;739
7391;740
7392;740
7393;740
7394;740
7395;740
7396;740
7397;740
7398;739
7399;739
7400;738
7401;738
7402;738
7403;738
7404;738
7405;739
7406;739
7407;739
7408;739
7409;739
7410;739
7411;738
7412;738
7413;738
7414;738
7415;738
7416;738
7417;738
7418;737
7419;737
7420;737
7421;737
7422;737
7423;737
7424;736
7425;735
7426;734
7427;732
7428;731
7429;731
7430;730
7431;729
7432;728
7433;727
7434;726
7435;726
7436;725
7437;724
7438;723
7439;722
7440;722
7441;722
7442;721
7443;721
7444;721
7445;720
7446;720
7447;719
7448;719
7449;719
7450;719
7451;718
7452;718
7453;717
7454;716
7455;715
7456;714
7457;713
7458;712
7459;712
7460;712
7461;712
7462;712
7463;713
7464;715
7465;716
7466;717
7467;718
7468;720
7469;721
7470;724
7471;724
7472;726
7473;727
7474;728
7475;729
7476;731
7477;731
7478;732
7479;733
7480;734
7481;735
7482;736
7483;736
7484;737
7485;737
7486;738
7487;738
7488;738
7489;738
7490;738
7491;738
7492;738
7493;739
7494;739
7495;739
7496;739
7497;739
7498;740
7499;740
7500;740
7501;741
7502;742
7503;742
7504;742
7505;742
7506;743
7507;743
7508;743
7509;742
7510;741
7511;740
7512;738
7513;736
7514;735
7515;735
7516;734
7517;733
7518;733
7519;733
7520;734
7521;735
7522;735
7523;735
7524;736
7525;737
7526;738
7527;738
7528;739
7529;739
7530;739
7531;740
7532;740
7533;741
7534;742
7535;743
7536;743
7537;744
7538;744
7539;745
7540;745
7541;745
7542;744
7543;745
7544;744
7545;743
7546;742
7547;741
7548;740
7549;738
7550;736
7551;733
7552;732
7553;731
7554;730
7555;729
7556;728
7557;727
7558;726
7559;726
7560;726
7561;726
7562;726
7563;726
7564;727
7565;727
7566;727
7567;728
7568;727
7569;728
7570;728
7571;727
7572;725
7573;724
7574;723
7575;722
7576;721
7577;720
7578;720
7579;720
7580;720
7581;720
7582;719
7583;719
7584;720
7585;720
7586;720
7587;720
7588;720
7589;721
7590;721
7591;721
7592;722
7593;722
7594;724
7595;724
7596;726
7597;726
7598;727
7599;728
7600;728
7601;729
7602;730
7603;730
7604;731
7605;731
7606;732
7607;733
7608;734
7609;735
7610;735
7611;736
7612;736
7613;737
7614;737
7615;737
7616;737
7617;738
7618;738
7619;738
7620;739
7621;739
7622;739
7623;739
7624;739
7625;739
7626;739
7627;740
7628;740
7629;740
7630;740
7631;740
7632;739
7633;738
7634;738
7635;737
7636;736
7637;734
7638;732
7639;731
7640;730
7641;730
7642;729
7643;729
7644;728
7645;728
7646;728
7647;728
7648;728
7649;727
7650;727
7651;726
7652;726
7653;726
7654;726
7655;727
7656;727
7657;727
7658;726
7659;726
7660;726
7661;725
7662;725
7663;725
7664;726
7665;726
7666;727
7667;728
7668;729
7669;732
7670;733
7671;735
7672;735
7673;736
7674;738
7675;739
7676;741
7677;741
7678;742
7679;742
7680;743
7681;742
7682;740
7683;739
7684;738
7685;738
7686;737
7687;737
7688;737
7689;736
7690;736
7691;736
7692;736
7693;736
7694;737
7695;737
7696;737
7697;738
7698;738
7699;739
7700;739
7701;740
7702;741
7703;742
7704;742
7705;743
7706;744
7707;745
7708;746
7709;747
7710;747
7711;748
7712;748
7713;750
7714;750
7715;750
7716;750
7717;750
7718;750
7719;750
7720;750
7721;750
7722;750
7723;750
7724;750
7725;750
7726;749
7727;750
7728;750
7729;750
7730;751
7731;751
7732;752
7733;752
7734;752
7735;753
7736;753
7737;753
7738;754
7739;754
7740;754
7741;754
7742;754
7743;754
7744;752
7745;751
7746;751
7747;750
7748;749
7749;749
7750;747
7751;747
7752;746
7753;746
7754;746
7755;746
7756;746
7757;745
7758;745
7759;744
7760;744
7761;743
7762;743
7763;743
7764;742
7765;742
7766;742
7767;742
7768;742
7769;741
7770;742
7771;742
7772;742
7773;742
7774;742
7775;742
7776;742
7777;742
7778;742
7779;741
7780;742
7781;741
7782;741
7783;741
7784;740
7785;740
7786;740
7787;739
7788;739
7789;738
7790;737
7791;736
7792;735
7793;733
7794;731
7795;730
7796;729
7797;729
7798;729
7799;728
7800;728
7801;727
7802;725
7803;724
7804;722
7805;720
7806;718
7807;717
7808;717
7809;717
7810;717
7811;718
7812;719
7813;720
7814;722
7815;723
7816;724
7817;725
7818;727
7819;727
7820;728
7821;729
7822;729
7823;730
7824;731
7825;732
7826;732
7827;732
7828;732
7829;733
7830;733
7831;733
7832;733
7833;734
7834;733
7835;733
7836;733
7837;732
7838;731
7839;731
7840;730
7841;730
7842;730
7843;729
7844;729
7845;729
7846;728
7847;728
7848;728
7849;728
7850;728
7851;727
7852;727
7853;727
7854;727
7855;727
7856;727
7857;727
7858;727
7859;727
7860;726
7861;726
7862;724
7863;723
7864;722
7865;720
7866;719
7867;718
7868;716
7869;715
7870;715
7871;715
7872;715
7873;716
7874;716
7875;717
7876;718
7877;719
7878;720
7879;720
7880;721
7881;722
7882;723
7883;723
7884;723
7885;723
7886;724
7887;725
7888;725
7889;725
7890;725
7891;724
7892;723
7893;722
7894;720
7895;719
7896;718
7897;718
7898;717
7899;717
7900;716
7901;716
7902;715
7903;715
7904;715
7905;715
7906;716
7907;716
7908;717
7909;718
7910;718
7911;719
7912;722
7913;723
7914;723
7915;724
7916;724
7917;724
7918;724
7919;724
7920;724
7921;724
7922;724
7923;724
7924;724
7925;722
7926;722
7927;721
7928;721
7929;721
7930;721
7931;722
7932;723
7933;723
7934;724
7935;724
7936;725
7937;725
7938;727
7939;728
7940;728
7941;729
7942;730
7943;730
7944;730
7945;730
7946;730
7947;730
7948;730
7949;730
7950;729
7951;729
7952;728
7953;728
7954;728
7955;728
7956;727
7957;727
7958;727
7959;726
7960;725
7961;724
7962;723
7963;721
7964;720
7965;719
7966;718
7967;717
7968;716
7969;715
7970;715
7971;715
7972;714
7973;713
7974;713
7975;711
7976;711
7977;710
7978;710
7979;710
7980;710
7981;711
7982;712
7983;712
7984;713
7985;713
7986;713
7987;714
7988;715
7989;715
7990;716
7991;716
7992;717
7993;717
7994;718
7995;718
7996;718
7997;718
7998;718
7999;718
8000;718
8001;718
8002;717
8003;717
8004;717
8005;716
8006;714
8007;712
8008;710
8009;709
8010;707
8011;706
8012;704
8013;704
8014;704
8015;704
8016;704
8017;705
8018;707
8019;708
8020;709
8021;710
8022;711
8023;711
8024;713
8025;714
8026;715
8027;716
8028;716
8029;717
8030;717
8031;717
8032;718
8033;719
8034;719
8035;720
8036;719
8037;718
8038;717
8039;717
8040;716
8041;716
8042;715
8043;715
8044;715
8045;715
8046;715
8047;715
8048;716
8049;717
8050;718
8051;719
8052;720
8053;721
8054;722
8055;724
8056;725
8057;726
8058;726
8059;727
8060;727
8061;727
8062;727
8063;727
8064;728
8065;728
8066;728
8067;728
8068;728
8069;728
8070;728
8071;728
8072;728
8073;728
8074;728
8075;729
8076;729
8077;729
8078;729
8079;730
8080;731
8081;731
8082;731
8083;731
8084;731
8085;730
8086;730
8087;730
8088;730
8089;730
8090;730
8091;730
8092;730
8093;731
8094;731
8095;732
8096;733
8097;733
8098;734
8099;735
8100;735
8101;735
8102;735
8103;735
8104;735
8105;734
8106;733
8107;733
8108;733
8109;734
8110;734
8111;734
8112;735
8113;736
8114;736
8115;736
8116;737
8117;737
8118;736
8119;736
8120;736
8121;735
8122;736
8123;735
8124;736
8125;737
8126;737
8127;738
8128;738
8129;740
8130;742
8131;743
8132;744
8133;746
8134;746
8135;747
8136;748
8137;748
8138;749
8139;749
8140;749
8141;749
8142;749
8143;749
8144;749
8145;749
8146;749
8147;749
8148;749
8149;748
8150;748
8151;747
8152;747
8153;747
8154;747
8155;747
8156;748
8157;748
8158;748
8159;748
8160;748
8161;747
8162;745
8163;743
8164;740
8165;738
8166;736
8167;735
8168;732
8169;731
8170;730
8171;730
8172;730
8173;730
8174;730
8175;730
8176;730
8177;729
8178;729
8179;729
8180;728
8181;728
8182;728
8183;728
8184;728
8185;727
8186;727
8187;727
8188;727
8189;728
8190;727
8191;726
8192;725
8193;723
8194;723
8195;722
8196;722
8197;722
8198;722
8199;722
8200;722
8201;723
8202;724
8203;725
8204;725
8205;727
8206;727
8207;727
8208;727
8209;727
8210;728
8211;728
8212;729
8213;729
8214;729
8215;728
8216;728
8217;728
8218;728
8219;729
8220;729
8221;729
8222;730
8223;731
8224;731
8225;731
8226;731
8227;731
8228;731
8229;730
8230;729
8231;729
8232;728
8233;728
8234;728
8235;727
8236;727
8237;727
8238;727
8239;728
8240;728
8241;728
8242;728
8243;729
8244;729
8245;729
8246;728
8247;728
8248;727
8249;726
8250;726
8251;726
8252;727
8253;726
8254;726
8255;726
8256;726
8257;725
8258;725
8259;725
8260;725
8261;725
8262;726
8263;727
8264;728
8265;728
8266;729
8267;730
8268;731
8269;732
8270;732
8271;733
8272;733
8273;734
8274;734
8275;735
8276;735
8277;736
8278;736
8279;736
8280;736
8281;736
8282;736
8283;736
8284;736
8285;736
8286;736
8287;734
8288;732
8289;730
8290;727
8291;724
8292;722
8293;718
8294;716
8295;715
8296;714
8297;714
8298;714
8299;715
8300;715
8301;716
8302;717
8303;717
8304;718
8305;720
8306;721
8307;722
8308;723
8309;724
8310;725
8311;726
8312;727
8313;728
8314;728
8315;729
8316;729
8317;729
8318;730
8319;730
8320;730
8321;729
8322;729
8323;729
8324;727
8325;726
8326;725
8327;724
8328;723
8329;722
8330;722
8331;722
8332;722
8333;722
8334;722
8335;722
8336;722
8337;723
8338;722
8339;723
8340;723
8341;724
8342;724
8343;725
8344;725
8345;725
8346;725
8347;725
8348;725
8349;725
8350;725
8351;725
8352;725
8353;725
8354;726
8355;726
8356;726
8357;726
8358;727
8359;727
