t;emg
15561;734
15562;734
15563;735
15564;735
15565;735
15566;736
15567;736
15568;736
15569;737
15570;738
15571;738
15572;739
15573;739
15574;740
15575;741
15576;741
15577;742
15578;742
15579;742
15580;742
15581;743
15582;743
15583;743
15584;743
15585;743
15586;743
15587;744
15588;743
15589;744
15590;744
15591;743
15592;742
15593;742
15594;740
15595;739
15596;738
15597;736
15598;734
15599;733
15600;731
15601;730
15602;729
15603;729
15604;729
15605;730
15606;731
15607;731
15608;732
15609;733
15610;734
15611;735
15612;736
15613;737
15614;738
15615;738
15616;739
15617;739
15618;739
15619;738
15620;738
15621;738
15622;739
15623;739
15624;739
15625;739
15626;739
15627;739
15628;739
15629;739
15630;739
15631;738
15632;738
15633;737
15634;737
15635;736
15636;735
15637;734
15638;733
15639;733
15640;732
15641;732
15642;732
15643;732
15644;732
15645;732
15646;733
15647;733
15648;733
15649;734
15650;735
15651;735
15652;736
15653;736
15654;737
15655;738
15656;739
15657;740
15658;741
15659;742
15660;742
15661;743
15662;744
15663;744
15664;745
15665;745
15666;746
15667;745
15668;744
15669;743
15670;742
15671;741
15672;740
15673;740
15674;738
15675;736
15676;735
15677;734
15678;733
15679;733
15680;732
15681;732
15682;733
15683;733
15684;734
15685;734
15686;735
15687;735
15688;734
15689;733
15690;731
15691;730
15692;729
15693;726
15694;724
15695;722
15696;721
15697;720
15698;719
15699;718
15700;718
15701;718
15702;718
15703;718
15704;719
15705;720
15706;722
15707;723
15708;724
15709;725
15710;727
15711;728
15712;731
15713;732
15714;733
15715;735
15716;736
15717;737
15718;738
15719;741
15720;742
15721;743
15722;744
15723;745
15724;745
15725;746
15726;747
15727;747
15728;747
15729;747
15730;747
15731;746
15732;745
15733;745
15734;743
15735;743
15736;742
15737;741
15738;740
15739;740
15740;740
15741;740
15742;740
15743;740
15744;741
15745;741
15746;741
15747;742
15748;742
15749;742
15750;742
15751;742
15752;742
15753;741
15754;741
15755;741
15756;741
15757;740
15758;739
15759;739
15760;739
15761;739
15762;738
15763;738
15764;738
15765;737
15766;737
15767;738
15768;738
15769;738
15770;738
15771;738
15772;738
15773;738
15774;738
15775;739
15776;739
15777;739
15778;739
15779;738
15780;738
15781;737
15782;737
15783;738
15784;738
15785;738
15786;739
15787;740
15788;740
15789;741
15790;742
15791;743
15792;744
15793;744
15794;746
15795;746
15796;747
15797;748
15798;748
15799;748
15800;749
15801;749
15802;749
15803;749
15804;749
15805;749
15806;749
15807;748
15808;746
15809;745
15810;744
15811;743
15812;741
15813;740
15814;739
15815;738
15816;738
15817;737
15818;737
15819;737
15820;738
15821;738
15822;738
15823;739
15824;740
15825;741
15826;742
15827;742
15828;743
15829;744
15830;745
15831;745
15832;746
15833;746
15834;747
15835;747
15836;747
15837;748
15838;748
15839;748
15840;748
15841;749
15842;749
15843;749
15844;749
15845;748
15846;748
15847;748
15848;747
15849;746
15850;745
15851;745
15852;744
15853;744
15854;744
15855;743
15856;742
15857;742
15858;742
15859;742
15860;742
15861;742
15862;742
15863;742
15864;742
15865;742
15866;742
15867;741
15868;741
15869;742
15870;742
15871;743
15872;743
15873;744
15874;745
15875;745
15876;745
15877;746
15878;746
15879;746
15880;746
15881;746
15882;746
15883;747
15884;747
15885;747
15886;747
15887;747
15888;746
15889;745
15890;744
15891;743
15892;742
15893;739
15894;738
15895;737
15896;736
15897;736
15898;736
15899;738
15900;739
15901;740
15902;741
15903;743
15904;744
15905;747
15906;748
15907;750
15908;751
15909;752
15910;753
15911;754
15912;754
15913;754
15914;753
15915;752
15916;752
15917;751
15918;750
15919;749
15920;748
15921;748
15922;747
15923;747
15924;746
15925;745
15926;744
15927;743
15928;742
15929;741
15930;739
15931;738
15932;737
15933;737
15934;736
15935;736
15936;736
15937;736
15938;737
15939;737
15940;738
15941;739
15942;739
15943;740
15944;740
15945;740
15946;741
15947;741
15948;741
15949;741
15950;741
15951;741
15952;740
15953;740
15954;740
15955;740
15956;740
15957;740
15958;740
15959;740
15960;740
15961;739
15962;739
15963;739
15964;740
15965;740
15966;740
15967;741
15968;740
15969;740
15970;740
15971;740
15972;740
15973;739
15974;738
15975;738
15976;738
15977;737
15978;737
15979;737
15980;736
15981;736
15982;737
15983;737
15984;737
15985;737
15986;739
15987;739
15988;740
15989;741
15990;741
15991;742
15992;743
15993;744
15994;744
15995;745
15996;745
15997;745
15998;746
15999;745
16000;745
16001;745
16002;745
16003;745
16004;745
16005;745
16006;745
16007;745
16008;745
16009;745
16010;745
16011;745
16012;745
16013;745
16014;746
16015;746
16016;746
16017;746
16018;746
16019;746
16020;747
16021;747
16022;747
16023;747
16024;748
16025;748
16026;748
16027;748
16028;748
16029;748
16030;747
16031;746
16032;744
16033;742
16034;739
16035;732
16036;729
16037;727
16038;725
16039;723
16040;722
16041;721
16042;720
16043;721
16044;721
16045;722
16046;723
16047;724
16048;726
16049;727
16050;728
16051;729
16052;730
16053;731
16054;734
16055;735
16056;737
16057;738
16058;739
16059;740
16060;742
16061;744
16062;745
16063;746
16064;747
16065;748
16066;749
16067;749
16068;750
16069;750
16070;750
16071;750
16072;750
16073;751
16074;750
16075;750
16076;750
16077;751
16078;750
16079;751
16080;751
16081;751
16082;751
16083;751
16084;751
16085;751
16086;751
16087;750
16088;749
16089;749
16090;749
16091;749
16092;748
16093;748
16094;747
16095;747
16096;747
16097;747
16098;747
16099;747
16100;748
16101;748
16102;748
16103;748
16104;748
16105;749
16106;749
16107;749
16108;748
16109;748
16110;748
16111;747
16112;747
16113;747
16114;746
16115;745
16116;744
16117;739
16118;736
16119;733
16120;730
16121;728
16122;725
16123;721
16124;720
16125;719
16126;718
16127;718
16128;718
16129;719
16130;720
16131;722
16132;723
16133;725
16134;727
16135;730
16136;731
16137;733
16138;734
16139;736
16140;737
16141;739
16142;739
16143;740
16144;740
16145;741
16146;742
16147;742
16148;743
16149;743
16150;744
16151;743
16152;744
16153;743
16154;744
16155;744
16156;744
16157;744
16158;744
16159;744
16160;744
16161;743
16162;743
16163;742
16164;742
16165;742
16166;742
16167;742
16168;741
16169;742
16170;741
16171;742
16172;742
16173;743
16174;743
16175;743
16176;744
16177;744
16178;744
16179;744
16180;745
16181;745
16182;745
16183;745
16184;745
16185;745
16186;745
16187;745
16188;745
16189;745
16190;745
16191;745
16192;745
16193;745
16194;745
16195;744
16196;743
16197;741
16198;740
16199;739
16200;739
16201;738
16202;737
16203;735
16204;735
16205;734
16206;733
16207;733
16208;732
16209;732
16210;732
16211;732
16212;733
16213;733
16214;734
16215;735
16216;736
16217;736
16218;738
16219;738
16220;739
16221;740
16222;741
16223;741
16224;742
16225;742
16226;743
16227;744
16228;745
16229;745
16230;745
16231;745
16232;745
16233;746
16234;746
16235;746
16236;746
16237;746
16238;747
16239;747
16240;748
16241;749
16242;749
16243;749
16244;750
16245;750
16246;750
16247;750
16248;750
16249;749
16250;749
16251;748
16252;747
16253;746
16254;745
16255;744
16256;744
16257;743
16258;742
16259;741
16260;741
16261;741
16262;741
16263;740
16264;739
16265;739
16266;738
16267;738
16268;738
16269;738
16270;738
16271;738
16272;739
16273;739
16274;739
16275;740
16276;740
16277;740
16278;740
16279;739
16280;739
16281;739
16282;739
16283;739
16284;739
16285;739
16286;740
16287;740
16288;741
16289;742
16290;743
16291;743
16292;744
16293;744
16294;744
16295;745
16296;745
16297;745
16298;745
16299;745
16300;745
16301;744
16302;743
16303;742
16304;742
16305;742
16306;743
16307;743
16308;743
16309;744
16310;744
16311;744
16312;744
16313;744
16314;744
16315;743
16316;743
16317;742
16318;741
16319;740
16320;739
16321;739
16322;740
16323;740
16324;740
16325;740
16326;741
16327;742
16328;743
16329;744
16330;745
16331;745
16332;746
16333;747
16334;747
16335;747
16336;747
16337;747
16338;747
16339;747
16340;747
16341;747
16342;746
16343;746
16344;746
16345;745
16346;745
16347;745
16348;745
16349;744
16350;744
16351;744
16352;744
16353;744
16354;745
16355;745
16356;745
16357;745
16358;746
16359;747
16360;747
16361;748
16362;748
16363;748
16364;749
16365;750
16366;750
16367;750
16368;750
16369;750
16370;750
16371;749
16372;749
16373;749
16374;749
16375;749
16376;749
16377;748
16378;748
16379;748
16380;747
16381;747
16382;747
16383;747
16384;747
16385;747
16386;747
16387;747
16388;747
16389;745
16390;745
16391;744
16392;744
16393;743
16394;743
16395;742
16396;741
16397;741
16398;741
16399;741
16400;741
16401;741
16402;741
16403;741
16404;742
16405;742
16406;742
16407;743
16408;743
16409;744
16410;744
16411;744
16412;744
16413;745
16414;745
16415;745
16416;745
16417;744
16418;744
16419;743
16420;742
16421;741
16422;740
16423;740
16424;738
16425;738
16426;735
16427;733
16428;730
16429;729
16430;726
16431;725
16432;723
16433;721
16434;721
16435;721
16436;720
16437;720
16438;721
16439;722
16440;723
16441;723
16442;725
16443;726
16444;727
16445;729
16446;730
16447;731
16448;731
16449;732
16450;733
16451;735
16452;734
16453;733
16454;731
16455;730
16456;728
16457;727
16458;723
16459;722
16460;721
16461;720
16462;719
16463;718
16464;716
16465;715
16466;715
16467;715
16468;715
16469;715
16470;716
16471;717
16472;717
16473;718
16474;719
16475;721
16476;722
16477;724
16478;725
16479;726
16480;727
16481;729
16482;730
16483;732
16484;732
16485;733
16486;733
16487;734
16488;734
16489;736
16490;736
16491;737
16492;737
16493;737
16494;738
16495;739
16496;739
16497;740
16498;740
16499;741
16500;742
16501;742
16502;744
16503;745
16504;746
16505;746
16506;747
16507;748
16508;749
16509;750
16510;751
16511;752
16512;752
16513;753
16514;753
16515;754
16516;754
16517;754
16518;754
16519;755
16520;755
16521;755
16522;756
16523;756
16524;756
16525;756
16526;757
16527;757
16528;757
16529;758
16530;758
16531;758
16532;758
16533;759
16534;759
16535;759
16536;759
16537;759
16538;759
16539;758
16540;758
16541;758
16542;758
16543;758
16544;757
16545;757
16546;757
16547;757
16548;757
16549;757
16550;758
16551;758
16552;758
16553;758
16554;758
16555;759
16556;759
16557;759
16558;759
16559;759
16560;759
16561;758
16562;758
16563;758
16564;757
16565;757
16566;757
16567;756
16568;756
16569;756
16570;756
16571;756
16572;756
16573;757
16574;757
16575;757
16576;758
16577;758
16578;758
16579;759
16580;759
16581;759
16582;759
16583;759
16584;759
16585;759
16586;759
16587;759
16588;759
16589;759
16590;759
16591;759
16592;759
16593;760
16594;760
16595;760
16596;761
16597;761
16598;761
16599;762
16600;763
16601;763
16602;764
16603;764
16604;765
16605;765
16606;764
16607;764
16608;764
16609;764
16610;763
16611;763
16612;763
16613;763
16614;763
16615;763
16616;761
16617;761
16618;760
16619;758
16620;757
16621;756
16622;756
16623;755
16624;755
16625;754
16626;754
16627;754
16628;754
16629;754
16630;754
16631;755
16632;755
16633;756
16634;757
16635;757
16636;758
16637;758
16638;758
16639;759
16640;759
16641;758
16642;759
16643;758
16644;758
16645;756
16646;755
16647;753
16648;751
16649;749
16650;747
16651;747
16652;746
16653;746
16654;745
16655;745
16656;745
16657;746
16658;746
16659;747
16660;749
16661;750
16662;751
16663;752
16664;753
16665;754
16666;755
16667;757
16668;758
16669;758
16670;759
16671;759
16672;760
16673;761
16674;761
16675;761
16676;761
16677;761
16678;761
16679;761
16680;761
16681;761
16682;760
16683;761
16684;760
16685;760
16686;760
16687;758
16688;757
16689;757
16690;755
16691;755
16692;754
16693;753
16694;752
16695;752
16696;751
16697;751
16698;751
16699;750
16700;751
16701;750
16702;750
16703;750
16704;750
16705;750
16706;751
16707;751
16708;752
16709;752
16710;753
16711;753
16712;754
16713;754
16714;755
16715;755
16716;755
16717;756
16718;756
16719;757
16720;757
16721;757
16722;757
16723;758
16724;758
16725;759
16726;759
16727;759
16728;759
16729;759
16730;759
16731;759
16732;759
16733;759
16734;758
16735;758
16736;756
16737;755
16738;754
16739;752
16740;751
16741;750
16742;747
16743;747
16744;746
16745;746
16746;745
16747;746
16748;747
16749;747
16750;748
16751;748
16752;749
16753;750
16754;751
16755;752
16756;753
16757;753
16758;754
16759;754
16760;755
16761;755
16762;756
16763;756
16764;756
16765;757
16766;757
16767;757
16768;757
16769;757
16770;756
16771;756
16772;756
16773;756
16774;756
16775;756
16776;755
16777;756
16778;755
16779;754
16780;753
16781;752
16782;751
16783;750
16784;749
16785;747
16786;747
16787;747
16788;747
16789;747
16790;747
16791;748
16792;749
16793;749
16794;750
16795;751
16796;752
16797;753
16798;754
16799;755
16800;755
16801;756
16802;757
16803;758
16804;759
16805;759
16806;760
16807;760
16808;761
16809;761
16810;762
16811;762
16812;763
16813;763
16814;763
16815;763
16816;764
16817;763
16818;763
16819;763
16820;762
16821;761
16822;756
16823;754
16824;752
16825;751
16826;750
16827;749
16828;749
16829;749
16830;749
16831;750
16832;751
16833;752
16834;754
16835;756
16836;757
16837;758
16838;759
16839;760
16840;761
16841;762
16842;763
16843;763
16844;763
16845;763
16846;764
16847;764
16848;764
16849;764
16850;765
16851;764
16852;764
16853;763
16854;762
16855;761
16856;759
16857;758
16858;757
16859;756
16860;754
16861;754
16862;753
16863;752
16864;752
16865;751
16866;749
16867;747
16868;746
16869;745
16870;744
16871;743
16872;743
16873;744
16874;744
16875;744
16876;744
16877;745
16878;747
16879;749
16880;750
16881;751
16882;751
16883;752
16884;753
16885;755
16886;755
16887;756
16888;756
16889;757
16890;757
16891;758
16892;758
16893;758
16894;758
16895;759
16896;759
16897;759
16898;758
16899;758
16900;757
16901;756
16902;756
16903;755
16904;754
16905;753
16906;752
16907;750
16908;749
16909;746
16910;745
16911;744
16912;743
16913;742
16914;741
16915;741
16916;740
16917;740
16918;741
16919;741
16920;742
16921;742
16922;744
16923;744
16924;745
16925;746
16926;747
16927;748
16928;749
16929;750
16930;751
16931;751
16932;752
16933;752
16934;753
16935;753
16936;754
16937;754
16938;754
16939;754
16940;755
16941;755
16942;755
16943;755
16944;755
16945;755
16946;755
16947;755
16948;755
16949;755
16950;755
16951;755
16952;755
16953;755
16954;755
16955;755
16956;755
16957;755
16958;755
16959;756
16960;756
16961;757
16962;757
16963;758
16964;758
16965;758
16966;758
16967;758
16968;758
16969;758
16970;758
16971;758
16972;758
16973;758
16974;758
16975;758
16976;757
16977;757
16978;756
16979;756
16980;755
16981;755
16982;754
16983;753
16984;753
16985;752
16986;752
16987;751
16988;750
16989;748
16990;747
16991;747
16992;746
16993;745
16994;745
16995;744
16996;744
16997;744
16998;744
16999;744
17000;744
17001;744
17002;745
17003;746
17004;747
17005;747
17006;747
17007;748
17008;749
17009;749
17010;750
17011;750
17012;751
17013;752
17014;752
17015;753
17016;753
17017;753
17018;753
17019;754
17020;755
17021;756
17022;756
17023;757
17024;757
17025;758
17026;758
17027;758
17028;759
17029;759
17030;759
17031;760
17032;760
17033;761
17034;761
17035;761
17036;761
17037;761
17038;762
17039;762
17040;762
17041;762
17042;761
17043;761
17044;760
17045;759
17046;759
17047;759
17048;758
17049;758
17050;758
17051;757
17052;757
17053;757
17054;756
17055;756
17056;755
17057;755
17058;754
17059;753
17060;752
17061;752
17062;751
17063;750
17064;749
17065;748
17066;747
17067;746
17068;746
17069;745
17070;744
17071;744
17072;743
17073;743
17074;743
17075;743
17076;743
17077;743
17078;742
17079;742
17080;742
17081;742
17082;742
17083;742
17084;742
17085;742
17086;742
17087;743
17088;743
17089;743
17090;743
17091;743
17092;743
17093;743
17094;742
17095;742
17096;741
17097;741
17098;740
17099;740
17100;739
17101;738
17102;738
17103;738
17104;737
17105;736
17106;735
17107;732
17108;731
17109;730
17110;729
17111;728
17112;727
17113;726
17114;726
17115;726
17116;726
17117;726
17118;727
17119;729
17120;730
17121;731
17122;732
17123;733
17124;734
17125;735
17126;736
17127;737
17128;738
17129;739
17130;739
17131;740
17132;741
17133;741
17134;741
17135;741
17136;741
17137;742
17138;741
17139;741
17140;741
17141;741
17142;740
17143;740
17144;740
17145;739
17146;739
17147;739
17148;739
17149;739
17150;739
17151;740
17152;740
17153;740
17154;741
17155;741
17156;742
17157;742
17158;742
17159;742
17160;742
17161;741
17162;740
17163;738
17164;738
17165;737
17166;737
17167;736
17168;736
17169;736
17170;736
17171;736
17172;737
17173;737
17174;737
17175;738
17176;738
17177;739
17178;739
17179;739
17180;740
17181;740
17182;741
17183;741
17184;740
17185;739
17186;738
17187;737
17188;734
17189;734
17190;733
17191;733
17192;733
17193;733
17194;734
17195;734
17196;736
17197;737
17198;738
17199;739
17200;741
17201;742
17202;743
17203;744
17204;745
17205;746
17206;747
17207;747
17208;747
17209;747
17210;747
17211;746
17212;746
17213;745
17214;744
17215;743
17216;742
17217;742
17218;742
17219;741
17220;742
17221;742
17222;742
17223;742
17224;742
17225;743
17226;744
17227;744
17228;744
17229;744
17230;745
17231;745
17232;745
17233;745
17234;745
17235;745
17236;745
17237;744
17238;743
17239;743
17240;742
17241;742
17242;741
17243;741
17244;740
17245;740
17246;740
17247;740
17248;741
17249;741
17250;742
17251;742
17252;742
17253;742
17254;742
17255;742
17256;740
17257;740
17258;739
17259;738
17260;738
17261;738
17262;738
17263;738
17264;738
17265;738
17266;738
17267;739
17268;739
17269;741
17270;741
17271;742
17272;742
17273;743
17274;743
17275;745
17276;745
17277;746
17278;746
17279;747
17280;747
17281;747
17282;746
17283;745
17284;744
17285;744
17286;743
17287;742
17288;741
17289;741
17290;740
17291;740
17292;739
17293;739
17294;739
17295;739
17296;739
17297;739
17298;739
17299;739
17300;740
17301;741
17302;742
17303;742
17304;743
17305;743
17306;744
17307;745
17308;746
17309;746
17310;747
17311;748
17312;750
17313;751
17314;751
17315;751
17316;751
17317;752
17318;752
17319;752
17320;752
17321;752
17322;752
17323;752
17324;752
17325;752
17326;752
17327;753
17328;752
17329;752
17330;751
17331;749
17332;748
17333;747
17334;746
17335;745
17336;745
17337;744
17338;743
17339;743
17340;743
17341;743
17342;744
17343;745
17344;746
17345;747
17346;747
17347;748
17348;750
17349;752
17350;753
17351;753
17352;754
17353;755
17354;755
17355;755
17356;755
17357;755
17358;754
17359;753
17360;753
17361;752
17362;752
17363;751
17364;751
17365;750
17366;750
17367;750
17368;750
17369;750
17370;750
17371;751
17372;751
17373;752
17374;754
17375;755
17376;756
17377;756
17378;758
17379;759
17380;760
17381;761
17382;761
17383;762
17384;762
17385;762
17386;758
17387;757
17388;755
17389;754
17390;752
17391;751
17392;749
17393;748
17394;748
17395;747
17396;748
17397;748
17398;748
17399;749
17400;749
17401;750
17402;750
17403;751
17404;751
17405;752
17406;752
17407;752
17408;751
17409;751
17410;751
17411;752
17412;752
17413;752
17414;752
17415;752
17416;751
17417;750
17418;750
17419;749
17420;749
17421;748
17422;748
17423;748
17424;749
17425;749
17426;749
17427;749
17428;750
17429;751
17430;752
17431;752
17432;753
17433;754
17434;754
17435;755
17436;756
17437;756
17438;757
17439;757
17440;757
17441;757
17442;757
17443;756
17444;755
17445;754
17446;754
17447;753
17448;753
17449;753
17450;753
17451;752
17452;752
17453;752
17454;753
17455;753
17456;754
17457;754
17458;754
17459;754
17460;755
17461;755
17462;755
17463;755
17464;755
17465;756
17466;756
17467;756
17468;757
17469;757
17470;757
17471;757
17472;758
17473;758
17474;758
17475;758
17476;758
17477;759
17478;759
17479;759
17480;760
17481;760
17482;760
17483;760
17484;760
17485;760
17486;759
17487;759
17488;758
17489;757
17490;756
17491;754
17492;753
17493;753
17494;752
17495;751
17496;751
17497;749
17498;748
17499;747
17500;747
17501;746
17502;746
17503;745
17504;744
17505;744
17506;744
17507;744
17508;744
17509;744
17510;744
17511;744
17512;745
17513;745
17514;745
17515;746
17516;746
17517;746
17518;745
17519;745
17520;744
17521;743
17522;742
17523;742
17524;742
17525;742
17526;742
17527;742
17528;744
17529;745
17530;746
17531;747
17532;748
17533;749
17534;751
17535;752
17536;754
17537;755
17538;755
17539;756
17540;757
17541;757
17542;757
17543;756
17544;755
17545;753
17546;749
17547;747
17548;745
17549;744
17550;741
17551;739
17552;737
17553;735
17554;734
17555;734
17556;734
17557;735
17558;735
17559;738
17560;740
17561;742
17562;744
17563;746
17564;748
17565;752
17566;753
17567;755
17568;756
17569;757
17570;759
17571;759
17572;759
17573;760
17574;760
17575;760
17576;761
17577;761
17578;762
17579;761
17580;761
17581;761
17582;761
17583;761
17584;761
17585;761
17586;761
17587;762
17588;762
17589;762
17590;762
17591;762
17592;762
17593;763
17594;763
17595;763
17596;763
17597;763
17598;764
17599;764
17600;764
17601;764
17602;764
17603;764
17604;765
17605;765
17606;765
17607;765
17608;765
17609;766
17610;766
17611;766
17612;766
17613;766
17614;766
17615;765
17616;765
17617;765
17618;764
17619;764
17620;763
17621;763
17622;763
17623;762
17624;761
17625;760
17626;758
17627;757
17628;756
17629;755
17630;754
17631;754
17632;753
17633;752
17634;752
17635;753
17636;753
17637;753
17638;754
17639;754
17640;755
17641;755
17642;756
17643;756
17644;756
17645;757
17646;757
17647;757
17648;756
17649;756
17650;756
17651;756
17652;756
17653;756
17654;756
17655;756
17656;757
17657;757
17658;757
17659;757
17660;756
17661;756
17662;755
17663;755
17664;755
17665;755
17666;755
17667;754
17668;754
17669;754
17670;754
17671;754
17672;754
17673;755
17674;755
17675;755
17676;756
17677;756
17678;756
17679;756
17680;755
17681;755
17682;754
17683;753
17684;752
17685;751
17686;750
17687;749
17688;748
17689;747
17690;747
17691;747
17692;747
17693;747
17694;747
17695;747
17696;748
17697;749
17698;749
17699;750
17700;751
17701;752
17702;752
17703;752
17704;753
17705;753
17706;753
17707;753
17708;753
17709;753
17710;754
17711;754
17712;754
17713;754
17714;753
17715;753
17716;753
17717;753
17718;753
17719;753
17720;753
17721;753
17722;753
17723;754
17724;754
17725;755
17726;755
17727;755
17728;755
17729;755
17730;755
17731;755
17732;756
17733;756
17734;757
17735;757
17736;758
17737;758
17738;759
17739;760
17740;760
17741;761
17742;761
17743;761
17744;760
17745;760
17746;760
17747;759
17748;758
17749;758
17750;757
17751;756
17752;756
17753;756
17754;755
17755;755
17756;755
17757;755
17758;754
17759;754
17760;755
17761;755
17762;755
17763;755
17764;755
17765;755
17766;755
17767;756
17768;755
17769;755
17770;755
17771;754
17772;754
17773;754
17774;754
17775;754
17776;753
17777;754
17778;753
17779;753
17780;753
17781;753
17782;753
17783;753
17784;753
17785;753
17786;753
17787;752
17788;753
17789;753
17790;753
17791;752
17792;752
17793;751
17794;750
17795;749
17796;747
17797;744
17798;742
17799;739
17800;737
17801;736
17802;734
17803;734
17804;733
17805;733
17806;733
17807;734
17808;735
17809;735
17810;736
17811;737
17812;739
17813;740
17814;741
17815;742
17816;743
17817;744
17818;746
17819;747
17820;748
17821;749
17822;749
17823;750
17824;751
17825;751
17826;750
17827;750
17828;749
17829;747
17830;745
17831;744
17832;743
17833;742
17834;741
17835;740
17836;739
17837;739
17838;739
17839;739
17840;738
17841;737
17842;735
17843;732
17844;730
17845;730
17846;729
17847;728
17848;728
17849;727
17850;728
17851;729
17852;729
17853;731
17854;732
17855;734
17856;735
17857;737
17858;738
17859;739
17860;741
17861;743
17862;744
17863;745
17864;745
17865;746
17866;746
17867;746
17868;747
17869;747
17870;747
17871;748
17872;748
17873;748
17874;749
17875;750
17876;750
17877;751
17878;751
17879;752
17880;752
17881;752
17882;752
17883;752
17884;752
17885;752
17886;751
17887;750
17888;750
17889;749
17890;748
17891;748
17892;747
17893;745
17894;744
17895;744
17896;743
17897;743
17898;743
17899;743
17900;743
17901;743
17902;743
17903;743
17904;744
17905;744
17906;744
17907;744
17908;743
17909;743
17910;743
17911;743
17912;743
17913;744
17914;744
17915;744
17916;744
17917;744
17918;744
17919;744
17920;744
17921;744
17922;744
17923;745
17924;745
17925;745
17926;746
17927;746
17928;746
17929;746
17930;746
17931;746
17932;746
17933;746
17934;746
17935;746
17936;745
17937;744
17938;744
17939;743
17940;742
17941;742
17942;740
17943;739
17944;739
17945;738
17946;737
17947;736
17948;735
17949;735
17950;734
17951;734
17952;734
17953;734
17954;734
17955;735
17956;735
17957;736
17958;736
17959;737
17960;738
17961;739
17962;740
17963;741
17964;742
17965;743
17966;744
17967;746
17968;747
17969;747
17970;748
17971;748
17972;748
17973;749
17974;749
17975;749
17976;749
17977;749
17978;749
17979;748
17980;748
17981;747
17982;747
17983;746
17984;746
17985;745
17986;745
17987;744
17988;744
17989;744
17990;744
17991;744
17992;744
17993;744
17994;744
17995;743
17996;743
17997;743
17998;742
17999;742
18000;741
18001;741
18002;741
18003;742
18004;742
18005;743
18006;743
18007;744
18008;744
18009;745
18010;745
18011;746
18012;747
18013;747
18014;747
18015;748
18016;748
18017;748
18018;748
18019;748
18020;747
18021;746
18022;746
18023;743
18024;742
18025;741
18026;739
18027;738
18028;737
18029;735
18030;735
18031;735
18032;735
18033;735
18034;735
18035;736
18036;737
18037;737
18038;738
18039;739
18040;740
18041;740
18042;742
18043;742
18044;743
18045;743
18046;744
18047;744
18048;745
18049;745
18050;745
18051;746
18052;746
18053;746
18054;747
18055;747
18056;747
18057;747
18058;747
18059;747
18060;747
18061;747
18062;747
18063;747
18064;746
18065;745
18066;741
18067;739
18068;737
18069;736
18070;735
18071;734
18072;732
18073;732
18074;731
18075;732
18076;732
18077;733
18078;733
18079;735
18080;736
18081;737
18082;738
18083;740
18084;741
18085;742
18086;743
18087;744
18088;745
18089;745
18090;746
18091;747
18092;747
18093;748
18094;748
18095;748
18096;748
18097;748
18098;748
18099;748
18100;747
18101;746
18102;745
18103;744
18104;743
18105;742
18106;742
18107;742
18108;742
18109;742
18110;743
18111;744
18112;744
18113;745
18114;745
18115;746
18116;748
18117;748
18118;749
18119;750
18120;751
18121;751
18122;752
18123;753
18124;754
18125;754
18126;755
18127;755
18128;755
18129;755
18130;755
18131;755
18132;755
18133;754
18134;753
18135;752
18136;751
18137;750
18138;749
18139;749
18140;748
18141;748
18142;748
18143;748
18144;748
18145;748
18146;748
18147;749
18148;749
18149;749
18150;749
18151;749
18152;749
18153;749
18154;749
18155;748
18156;748
18157;748
18158;747
18159;746
18160;746
18161;745
18162;745
18163;744
18164;744
18165;743
18166;740
18167;740
18168;739
18169;739
18170;738
18171;739
18172;740
18173;740
18174;741
18175;742
18176;743
18177;745
18178;747
18179;748
18180;748
18181;749
18182;749
18183;749
18184;749
18185;749
18186;748
18187;748
18188;747
18189;747
18190;747
18191;748
18192;748
18193;749
18194;749
18195;749
18196;749
18197;750
18198;750
18199;751
18200;751
18201;751
18202;752
18203;753
18204;752
18205;753
18206;753
18207;753
18208;753
18209;754
18210;754
18211;754
18212;754
18213;754
18214;754
18215;754
18216;754
18217;754
18218;754
18219;753
18220;752
18221;752
18222;751
18223;751
18224;751
18225;751
18226;751
18227;750
18228;750
18229;750
18230;750
18231;750
18232;750
18233;750
18234;749
18235;750
18236;749
18237;750
18238;750
18239;750
18240;748
18241;747
18242;746
18243;745
18244;744
18245;743
18246;743
18247;743
18248;743
18249;743
18250;742
18251;742
18252;743
18253;743
18254;743
18255;744
18256;744
18257;744
18258;745
18259;746
18260;746
18261;746
18262;746
18263;747
18264;747
18265;748
18266;748
18267;748
18268;748
18269;748
18270;747
18271;747
18272;747
18273;747
18274;747
18275;747
18276;747
18277;747
18278;747
18279;747
18280;748
18281;748
18282;748
18283;748
18284;748
18285;748
18286;748
18287;748
18288;748
18289;748
18290;748
18291;748
18292;748
18293;748
18294;749
18295;749
18296;750
18297;751
18298;752
18299;752
18300;753
18301;754
18302;754
18303;755
18304;755
18305;755
18306;755
18307;756
18308;756
18309;756
18310;756
18311;755
18312;754
18313;754
18314;752
18315;750
18316;749
18317;748
18318;747
18319;746
18320;746
18321;744
18322;743
18323;743
18324;742
18325;742
18326;743
18327;743
18328;744
18329;744
18330;745
18331;746
18332;747
18333;748
18334;749
18335;749
18336;750
18337;750
18338;751
18339;752
18340;753
18341;754
18342;754
18343;754
18344;754
18345;755
18346;755
18347;756
18348;756
18349;756
18350;757
18351;757
18352;756
18353;755
18354;755
18355;754
18356;753
18357;752
18358;750
18359;749
