emg;t
748;0
748;1
747;2
747;3
747;4
748;5
747;6
747;7
748;8
748;9
748;10
748;11
748;12
748;13
748;14
748;15
748;16
748;17
748;18
748;19
748;20
748;21
748;22
748;23
748;24
748;25
748;26
748;27
748;28
748;29
748;30
748;31
748;32
748;33
748;34
748;35
748;36
748;37
748;38
748;39
747;40
748;41
748;42
748;43
748;44
747;45
748;46
748;47
748;48
748;49
748;50
748;51
748;52
748;53
748;54
748;55
748;56
748;57
748;58
748;59
748;60
748;61
748;62
748;63
748;64
748;65
748;66
748;67
748;68
748;69
748;70
748;71
748;72
748;73
748;74
748;75
748;76
748;77
748;78
748;79
748;80
748;81
748;82
748;83
748;84
748;85
748;86
748;87
748;88
748;89
748;90
748;91
748;92
748;93
748;94
748;95
748;96
748;97
748;98
748;99
748;100
748;101
748;102
748;103
748;104
748;105
748;106
748;107
748;108
748;109
748;110
748;111
748;112
748;113
748;114
748;115
748;116
748;117
748;118
748;119
748;120
748;121
748;122
748;123
748;124
748;125
748;126
748;127
748;128
748;129
748;130
748;131
748;132
748;133
748;134
748;135
748;136
748;137
749;138
748;139
748;140
749;141
748;142
748;143
748;144
749;145
749;146
749;147
749;148
748;149
749;150
748;151
749;152
749;153
748;154
748;155
749;156
748;157
749;158
748;159
748;160
748;161
748;162
749;163
748;164
748;165
749;166
749;167
749;168
748;169
748;170
748;171
748;172
748;173
748;174
748;175
748;176
749;177
748;178
748;179
748;180
748;181
748;182
748;183
748;184
749;185
749;186
749;187
748;188
749;189
749;190
749;191
749;192
749;193
749;194
749;195
749;196
749;197
749;198
749;199
749;200
749;201
749;202
749;203
749;204
749;205
748;206
749;207
749;208
749;209
749;210
749;211
748;212
748;213
749;214
748;215
748;216
749;217
748;218
748;219
748;220
748;221
748;222
748;223
749;224
748;225
748;226
748;227
748;228
748;229
748;230
748;231
748;232
748;233
748;234
748;235
748;236
748;237
748;238
748;239
748;240
748;241
748;242
749;243
749;244
748;245
749;246
748;247
749;248
749;249
749;250
749;251
749;252
749;253
749;254
749;255
749;256
749;257
749;258
749;259
749;260
749;261
749;262
749;263
749;264
749;265
749;266
749;267
749;268
749;269
749;270
749;271
749;272
749;273
749;274
749;275
749;276
749;277
748;278
749;279
749;280
749;281
748;282
749;283
748;284
749;285
749;286
749;287
749;288
749;289
748;290
748;291
749;292
748;293
748;294
749;295
748;296
748;297
749;298
749;299
749;300
749;301
749;302
749;303
749;304
749;305
749;306
749;307
749;308
749;309
749;310
749;311
749;312
749;313
749;314
749;315
749;316
749;317
749;318
749;319
749;320
749;321
749;322
749;323
749;324
749;325
749;326
749;327
749;328
749;329
749;330
749;331
749;332
749;333
749;334
749;335
749;336
749;337
749;338
749;339
749;340
749;341
749;342
749;343
749;344
749;345
749;346
749;347
749;348
749;349
749;350
749;351
749;352
749;353
749;354
749;355
749;356
749;357
749;358
749;359
749;360
749;361
749;362
749;363
749;364
749;365
749;366
749;367
749;368
749;369
749;370
749;371
749;372
749;373
749;374
749;375
749;376
749;377
749;378
749;379
749;380
749;381
749;382
749;383
749;384
749;385
749;386
749;387
749;388
749;389
749;390
749;391
749;392
749;393
749;394
749;395
749;396
749;397
749;398
749;399
749;400
749;401
749;402
749;403
749;404
749;405
749;406
749;407
749;408
749;409
749;410
749;411
749;412
749;413
749;414
749;415
749;416
749;417
749;418
749;419
749;420
749;421
749;422
749;423
749;424
749;425
749;426
749;427
749;428
749;429
749;430
749;431
749;432
749;433
749;434
749;435
749;436
749;437
749;438
749;439
749;440
749;441
749;442
749;443
749;444
749;445
749;446
749;447
749;448
749;449
749;450
749;451
749;452
749;453
749;454
749;455
749;456
749;457
749;458
749;459
749;460
749;461
749;462
749;463
749;464
749;465
749;466
749;467
749;468
749;469
749;470
749;471
749;472
749;473
749;474
749;475
749;476
749;477
749;478
749;479
749;480
749;481
749;482
749;483
749;484
749;485
749;486
749;487
749;488
749;489
749;490
749;491
749;492
749;493
749;494
749;495
749;496
749;497
749;498
749;499
749;500
749;501
749;502
749;503
749;504
749;505
749;506
749;507
749;508
749;509
749;510
749;511
749;512
749;513
749;514
749;515
749;516
749;517
749;518
749;519
749;520
749;521
749;522
749;523
749;524
749;525
749;526
749;527
749;528
749;529
749;530
749;531
749;532
749;533
749;534
749;535
749;536
749;537
749;538
749;539
749;540
749;541
749;542
749;543
749;544
749;545
749;546
749;547
749;548
749;549
749;550
749;551
749;552
749;553
749;554
749;555
749;556
749;557
749;558
749;559
749;560
749;561
748;562
749;563
749;564
749;565
749;566
749;567
749;568
749;569
749;570
749;571
749;572
749;573
749;574
749;575
749;576
749;577
749;578
749;579
749;580
749;581
749;582
749;583
749;584
749;585
749;586
749;587
749;588
749;589
749;590
749;591
749;592
749;593
749;594
749;595
749;596
749;597
749;598
749;599
749;600
749;601
749;602
749;603
749;604
749;605
749;606
749;607
749;608
749;609
749;610
749;611
749;612
749;613
749;614
749;615
749;616
749;617
749;618
749;619
749;620
749;621
749;622
749;623
749;624
749;625
749;626
749;627
749;628
749;629
749;630
749;631
749;632
749;633
749;634
749;635
749;636
749;637
749;638
749;639
749;640
750;641
749;642
749;643
749;644
750;645
749;646
750;647
750;648
749;649
749;650
750;651
750;652
750;653
750;654
750;655
749;656
750;657
750;658
750;659
750;660
750;661
749;662
750;663
750;664
749;665
750;666
750;667
750;668
750;669
750;670
750;671
749;672
749;673
750;674
749;675
749;676
750;677
750;678
750;679
750;680
749;681
750;682
750;683
750;684
750;685
749;686
750;687
750;688
750;689
750;690
750;691
750;692
750;693
750;694
750;695
750;696
750;697
750;698
750;699
750;700
750;701
750;702
750;703
750;704
750;705
750;706
750;707
750;708
750;709
750;710
750;711
750;712
750;713
750;714
750;715
750;716
750;717
750;718
750;719
750;720
750;721
750;722
750;723
749;724
749;725
749;726
750;727
749;728
749;729
749;730
749;731
749;732
749;733
750;734
750;735
749;736
749;737
749;738
749;739
749;740
749;741
749;742
749;743
749;744
749;745
749;746
750;747
749;748
749;749
750;750
750;751
750;752
750;753
750;754
750;755
749;756
750;757
750;758
750;759
750;760
750;761
750;762
750;763
750;764
750;765
750;766
750;767
750;768
750;769
750;770
750;771
750;772
750;773
750;774
750;775
750;776
749;777
750;778
750;779
750;780
750;781
750;782
750;783
750;784
750;785
750;786
750;787
750;788
750;789
750;790
749;791
750;792
750;793
750;794
750;795
750;796
750;797
750;798
750;799
750;800
750;801
750;802
750;803
750;804
750;805
749;806
750;807
750;808
750;809
750;810
750;811
750;812
750;813
750;814
750;815
750;816
750;817
750;818
750;819
750;820
750;821
750;822
750;823
750;824
750;825
750;826
750;827
750;828
750;829
750;830
750;831
750;832
750;833
750;834
750;835
750;836
750;837
750;838
749;839
750;840
750;841
750;842
750;843
750;844
750;845
750;846
750;847
750;848
750;849
750;850
750;851
750;852
750;853
750;854
749;855
750;856
750;857
750;858
749;859
749;860
750;861
750;862
750;863
749;864
750;865
750;866
750;867
750;868
750;869
750;870
750;871
750;872
750;873
750;874
750;875
750;876
750;877
750;878
750;879
750;880
750;881
750;882
750;883
750;884
750;885
750;886
750;887
750;888
750;889
750;890
750;891
750;892
750;893
750;894
750;895
750;896
750;897
750;898
750;899
750;900
750;901
750;902
750;903
750;904
750;905
750;906
750;907
750;908
750;909
750;910
750;911
750;912
750;913
750;914
750;915
750;916
750;917
750;918
750;919
750;920
750;921
750;922
750;923
750;924
750;925
750;926
750;927
750;928
750;929
750;930
750;931
750;932
750;933
750;934
750;935
750;936
750;937
750;938
750;939
750;940
750;941
750;942
750;943
750;944
750;945
750;946
750;947
750;948
750;949
750;950
749;951
750;952
750;953
750;954
750;955
750;956
750;957
750;958
749;959
749;960
749;961
750;962
750;963
749;964
750;965
750;966
750;967
750;968
749;969
749;970
750;971
750;972
750;973
749;974
750;975
750;976
750;977
750;978
750;979
750;980
750;981
750;982
750;983
750;984
750;985
750;986
750;987
750;988
750;989
750;990
750;991
750;992
750;993
750;994
750;995
750;996
750;997
750;998
750;999
750;1000
750;1001
750;1002
750;1003
750;1004
750;1005
750;1006
750;1007
750;1008
750;1009
749;1010
749;1011
749;1012
750;1013
749;1014
750;1015
750;1016
750;1017
749;1018
750;1019
749;1020
749;1021
749;1022
750;1023
750;1024
750;1025
750;1026
750;1027
750;1028
750;1029
750;1030
750;1031
750;1032
750;1033
750;1034
750;1035
750;1036
750;1037
750;1038
750;1039
750;1040
750;1041
750;1042
750;1043
750;1044
750;1045
750;1046
750;1047
750;1048
750;1049
750;1050
750;1051
750;1052
750;1053
750;1054
750;1055
750;1056
750;1057
750;1058
750;1059
750;1060
749;1061
750;1062
750;1063
750;1064
750;1065
750;1066
750;1067
750;1068
750;1069
750;1070
750;1071
750;1072
750;1073
750;1074
750;1075
750;1076
750;1077
750;1078
750;1079
750;1080
750;1081
750;1082
750;1083
750;1084
750;1085
750;1086
750;1087
750;1088
750;1089
750;1090
750;1091
750;1092
750;1093
750;1094
750;1095
750;1096
750;1097
750;1098
750;1099
750;1100
750;1101
750;1102
750;1103
750;1104
750;1105
750;1106
750;1107
750;1108
750;1109
750;1110
750;1111
750;1112
750;1113
750;1114
750;1115
750;1116
750;1117
750;1118
750;1119
750;1120
750;1121
750;1122
750;1123
750;1124
750;1125
750;1126
750;1127
750;1128
750;1129
750;1130
750;1131
750;1132
750;1133
750;1134
750;1135
750;1136
750;1137
750;1138
750;1139
750;1140
750;1141
750;1142
750;1143
750;1144
750;1145
750;1146
750;1147
750;1148
750;1149
750;1150
750;1151
750;1152
750;1153
750;1154
750;1155
750;1156
750;1157
750;1158
750;1159
750;1160
750;1161
750;1162
750;1163
750;1164
750;1165
750;1166
750;1167
750;1168
750;1169
750;1170
750;1171
750;1172
750;1173
750;1174
750;1175
750;1176
750;1177
750;1178
750;1179
750;1180
750;1181
750;1182
750;1183
750;1184
750;1185
750;1186
750;1187
750;1188
750;1189
750;1190
750;1191
750;1192
750;1193
750;1194
750;1195
750;1196
750;1197
750;1198
750;1199
750;1200
750;1201
750;1202
750;1203
750;1204
750;1205
750;1206
750;1207
750;1208
750;1209
750;1210
750;1211
750;1212
750;1213
750;1214
750;1215
750;1216
750;1217
750;1218
750;1219
750;1220
750;1221
750;1222
750;1223
750;1224
750;1225
750;1226
750;1227
750;1228
750;1229
750;1230
750;1231
750;1232
750;1233
750;1234
750;1235
750;1236
750;1237
749;1238
750;1239
750;1240
750;1241
750;1242
749;1243
750;1244
750;1245
750;1246
750;1247
750;1248
750;1249
750;1250
750;1251
750;1252
750;1253
750;1254
750;1255
750;1256
750;1257
750;1258
750;1259
750;1260
750;1261
750;1262
750;1263
750;1264
750;1265
750;1266
750;1267
750;1268
750;1269
750;1270
750;1271
750;1272
750;1273
750;1274
750;1275
750;1276
750;1277
750;1278
750;1279
750;1280
750;1281
750;1282
750;1283
750;1284
750;1285
750;1286
750;1287
750;1288
750;1289
750;1290
750;1291
750;1292
750;1293
750;1294
750;1295
750;1296
750;1297
750;1298
750;1299
750;1300
750;1301
750;1302
749;1303
750;1304
750;1305
750;1306
750;1307
750;1308
750;1309
750;1310
750;1311
749;1312
750;1313
750;1314
750;1315
750;1316
750;1317
750;1318
750;1319
750;1320
750;1321
750;1322
749;1323
750;1324
750;1325
750;1326
750;1327
750;1328
750;1329
750;1330
750;1331
750;1332
750;1333
750;1334
750;1335
750;1336
750;1337
750;1338
750;1339
750;1340
750;1341
750;1342
750;1343
750;1344
750;1345
750;1346
750;1347
750;1348
750;1349
750;1350
750;1351
750;1352
750;1353
750;1354
750;1355
750;1356
750;1357
750;1358
750;1359
750;1360
750;1361
750;1362
750;1363
750;1364
750;1365
750;1366
750;1367
750;1368
750;1369
750;1370
750;1371
750;1372
750;1373
750;1374
750;1375
750;1376
750;1377
750;1378
750;1379
750;1380
750;1381
750;1382
750;1383
750;1384
750;1385
750;1386
750;1387
750;1388
750;1389
750;1390
750;1391
750;1392
750;1393
750;1394
750;1395
750;1396
750;1397
750;1398
750;1399
750;1400
750;1401
750;1402
750;1403
750;1404
750;1405
750;1406
749;1407
750;1408
750;1409
750;1410
750;1411
750;1412
750;1413
750;1414
750;1415
750;1416
749;1417
749;1418
750;1419
750;1420
750;1421
750;1422
750;1423
750;1424
750;1425
750;1426
750;1427
749;1428
750;1429
750;1430
750;1431
750;1432
750;1433
750;1434
750;1435
750;1436
750;1437
750;1438
750;1439
750;1440
750;1441
750;1442
750;1443
750;1444
750;1445
750;1446
750;1447
750;1448
750;1449
750;1450
750;1451
750;1452
750;1453
750;1454
750;1455
750;1456
750;1457
750;1458
749;1459
750;1460
750;1461
749;1462
750;1463
750;1464
750;1465
750;1466
750;1467
750;1468
749;1469
749;1470
750;1471
750;1472
749;1473
750;1474
750;1475
750;1476
750;1477
749;1478
750;1479
750;1480
749;1481
750;1482
750;1483
750;1484
749;1485
750;1486
750;1487
750;1488
750;1489
750;1490
750;1491
750;1492
750;1493
750;1494
750;1495
750;1496
750;1497
750;1498
750;1499
750;1500
750;1501
750;1502
750;1503
750;1504
750;1505
750;1506
750;1507
750;1508
750;1509
750;1510
750;1511
750;1512
750;1513
750;1514
750;1515
750;1516
750;1517
750;1518
750;1519
750;1520
750;1521
749;1522
750;1523
750;1524
750;1525
750;1526
750;1527
750;1528
750;1529
749;1530
750;1531
750;1532
750;1533
750;1534
750;1535
750;1536
749;1537
750;1538
750;1539
750;1540
750;1541
750;1542
750;1543
750;1544
750;1545
750;1546
750;1547
750;1548
750;1549
750;1550
750;1551
750;1552
750;1553
750;1554
750;1555
750;1556
750;1557
750;1558
750;1559
750;1560
750;1561
750;1562
750;1563
750;1564
750;1565
750;1566
750;1567
750;1568
750;1569
750;1570
750;1571
750;1572
750;1573
750;1574
750;1575
750;1576
750;1577
750;1578
750;1579
750;1580
750;1581
750;1582
750;1583
750;1584
750;1585
750;1586
750;1587
749;1588
750;1589
749;1590
750;1591
749;1592
749;1593
749;1594
749;1595
749;1596
749;1597
749;1598
749;1599
749;1600
749;1601
749;1602
749;1603
750;1604
750;1605
749;1606
750;1607
750;1608
750;1609
749;1610
749;1611
749;1612
749;1613
749;1614
750;1615
750;1616
750;1617
749;1618
749;1619
749;1620
750;1621
749;1622
749;1623
749;1624
750;1625
749;1626
749;1627
749;1628
749;1629
749;1630
750;1631
749;1632
749;1633
749;1634
749;1635
